,Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds,Elevation,deltaSpin
986,986,98,6,220520,225505,42.17043235,-90.10680678,4051,130.6,11.5,1.0290000000000001,1,203.40039,0.5
987,987,98,7,220520,225506,42.17038987,-90.10674846,4379,134.5,13.1,0.823,1,203.5,3.9000000000000057
988,988,98,8,220520,225507,42.17034532,-90.10668331,4243,132.7,14.2,0.5660000000000001,1,203.7002,-1.8000000000000114
989,989,98,9,220520,225508,42.1703,-90.10661999999999,3966,134.0,14.1,-0.051,1,203.90039,1.3000000000000114
990,990,99,0,220520,225505,42.17031941,-90.10674046,4048,98.4,6.1,-4.1160000000000005,-3,203.7002,-35.599999999999994
991,991,99,1,220520,225506,42.17031437,-90.10670553,3782,101.0,5.7,-0.20600000000000002,1,203.7002,2.5999999999999943
992,992,99,2,220520,225507,42.17030777,-90.10666722,4489,103.1,6.3,0.309,1,203.90039,2.0999999999999943
993,993,99,3,220520,225508,42.17029654,-90.10662691,4645,110.6,6.9,0.309,1,203.90039,7.5
994,994,99,4,220520,225509,42.17025236,-90.10656299,4020,133.0,14.0,3.653,1,204.7002,22.400000000000006
995,995,99,5,220520,225510,42.17020961,-90.10649569,4271,130.6,14.2,0.10300000000000001,1,205.40039,-2.4000000000000057
996,996,99,6,220520,225511,42.17016694,-90.10642829,4089,130.5,14.2,0.0,1,206.0,-0.09999999999999432
997,997,99,7,220520,225512,42.17012536,-90.10636047,4255,129.6,14.1,-0.051,1,206.0,-0.9000000000000057
998,998,99,8,220520,225513,42.1700826,-90.10629073,4281,129.6,14.5,0.20600000000000002,1,206.40039,0.0
999,999,99,9,220520,225514,42.17004,-90.10622,4046,129.1,14.6,0.051,1,206.7002,-0.5
1000,1000,100,0,220520,225529,42.169512700000006,-90.10519619,4754,142.5,13.5,0.154,15,208.60058999999998,13.400000000000006
1001,1001,100,1,220520,225530,42.16946249,-90.10514606,4633,143.5,13.5,0.0,1,208.2998,1.0
1002,1002,100,2,220520,225531,42.16941337,-90.10509503,4401,142.4,13.4,-0.051,1,208.60058999999998,-1.0999999999999943
1003,1003,100,3,220520,225532,42.1693711,-90.10503555,4222,133.8,13.2,-0.10300000000000001,1,209.10058999999998,-8.599999999999994
1004,1004,100,4,220520,225533,42.16934943,-90.10495254,4081,109.4,14.1,0.46299999999999997,1,209.2002,-24.400000000000006
1005,1005,100,5,220520,225534,42.16934079,-90.10486278,3892,97.4,14.5,0.20600000000000002,1,209.10058999999998,-12.0
1006,1006,100,6,220520,225535,42.16933882,-90.10477293,4091,91.7,14.4,-0.051,1,209.10058999999998,-5.700000000000003
1007,1007,100,7,220520,225536,42.169343700000006,-90.10468328,4065,85.8,14.4,0.0,1,209.10058999999998,-5.900000000000006
1008,1008,100,8,220520,225537,42.16935077,-90.10459956,3660,83.5,13.5,-0.46299999999999997,1,209.2998,-2.299999999999997
1009,1009,100,9,220520,225538,42.16936,-90.10452,4174,81.1,12.9,-0.309,1,209.5,-2.4000000000000057
1010,1010,101,0,220520,225535,42.16948334,-90.10471771,3976,117.1,13.2,0.154,-3,209.0,36.0
1011,1011,101,1,220520,225536,42.16945822,-90.10464124,3978,113.9,13.4,0.10300000000000001,1,209.2002,-3.1999999999999886
1012,1012,101,2,220520,225537,42.16942998,-90.10456678,4382,117.1,13.4,0.0,1,209.40039,3.1999999999999886
1013,1013,101,3,220520,225538,42.16939337,-90.10449928,4301,126.2,13.4,0.0,1,209.7002,9.100000000000009
1014,1014,101,4,220520,225539,42.16935572,-90.10443519,3723,128.4,13.1,-0.154,1,209.60058999999998,2.200000000000003
1015,1015,101,5,220520,225540,42.16936202,-90.10435574,4028,83.9,12.8,-0.154,1,209.60058999999998,-44.5
1016,1016,101,6,220520,225541,42.16936049,-90.10428649,3621,91.7,11.1,-0.875,1,209.60058999999998,7.799999999999997
1017,1017,101,7,220520,225542,42.16934712,-90.10422673,4159,106.8,10.0,-0.5660000000000001,1,209.5,15.099999999999994
1018,1018,101,8,220520,225543,42.16932995,-90.10417214,4769,113.0,9.5,-0.257,1,209.5,6.200000000000003
1019,1019,101,9,220520,225544,42.169309999999996,-90.10412,4885,117.3,9.4,-0.051,1,209.5,4.299999999999997
1020,1020,102,0,220520,225549,42.16917073,-90.10379822,6172,121.4,10.8,-1.5430000000000001,5,213.40039,4.1000000000000085
1021,1021,102,1,220520,225550,42.16913591,-90.10372751,3925,123.6,13.6,1.44,1,213.7002,2.1999999999999886
1022,1022,102,2,220520,225551,42.16909927,-90.10365021,4155,122.6,14.7,0.5660000000000001,1,215.2998,-1.0
1023,1023,102,3,220520,225552,42.16906313,-90.10357248,3814,122.1,14.7,0.0,1,216.90039,-0.5
1024,1024,102,4,220520,225553,42.16903375,-90.10349599999999,3774,117.4,13.8,-0.46299999999999997,1,216.7002,-4.699999999999989
1025,1025,102,5,220520,225554,42.16901586,-90.10341852,3848,107.3,13.0,-0.41200000000000003,1,216.5,-10.100000000000009
1026,1026,102,6,220520,225555,42.16900745,-90.10333565,4504,97.8,13.4,0.20600000000000002,1,216.40039,-9.5
1027,1027,102,7,220520,225556,42.16900902,-90.10324891,4662,88.6,13.9,0.257,1,216.40039,-9.200000000000003
1028,1028,102,8,220520,225557,42.16901859,-90.10316248,4066,81.5,14.0,0.051,1,216.7002,-7.099999999999994
1029,1029,102,9,220520,225558,42.16904,-90.10308,3817,70.7,14.0,0.0,1,216.90039,-10.799999999999997
1030,1030,103,0,220520,225601,42.16918237,-90.10287605,4052,33.1,15.0,0.309,3,216.5,-37.6
1031,1031,103,1,220520,225602,42.16924305,-90.10282935,4167,29.7,15.1,0.051,1,216.40039,-3.400000000000002
1032,1032,103,2,220520,225603,42.16930503,-90.10278451,4169,28.2,15.2,0.051,1,217.2002,-1.5
1033,1033,103,3,220520,225604,42.16936186,-90.10273298,4902,33.9,14.8,-0.20600000000000002,1,218.5,5.699999999999999
1034,1034,103,4,220520,225605,42.16941392,-90.10267590000001,4225,39.1,14.5,-0.154,1,218.90039,5.200000000000003
1035,1035,103,5,220520,225606,42.16946225,-90.10261403,4477,43.5,14.4,-0.051,1,220.7002,4.399999999999999
1036,1036,103,6,220520,225607,42.16950648,-90.10254681,4244,48.4,14.4,0.0,1,221.90039,4.899999999999999
1037,1037,103,7,220520,225608,42.16954296,-90.10247384,5483,56.0,14.1,-0.154,1,224.10058999999998,7.600000000000001
1038,1038,103,8,220520,225609,42.16957003,-90.10239444,4797,65.3,14.0,-0.051,1,225.7002,9.299999999999997
1039,1039,103,9,220520,225610,42.16959,-90.10231,4206,72.3,14.2,0.10300000000000001,1,227.5,7.0
1040,1040,104,0,220520,225609,42.16954947,-90.1023847,4928,60.2,14.4,0.10300000000000001,-1,225.7002,-12.099999999999994
1041,1041,104,1,220520,225610,42.16959682,-90.10232148,4516,44.7,14.4,0.0,1,226.2998,-15.5
1042,1042,104,2,220520,225611,42.16961096,-90.10223683,4052,77.3,13.9,-0.257,1,227.5,32.599999999999994
1043,1043,104,3,220520,225612,42.16961571,-90.10215155,5190,85.7,13.7,-0.10300000000000001,1,228.2998,8.400000000000006
1044,1044,104,4,220520,225613,42.16961185,-90.10206869,5437,93.6,13.3,-0.20600000000000002,1,228.90039,7.8999999999999915
1045,1045,104,5,220520,225614,42.16960085,-90.10198701,4098,100.3,13.3,0.0,1,229.2002,6.700000000000003
1046,1046,104,6,220520,225615,42.16958277,-90.1019057,3832,106.7,13.6,0.154,1,229.40039,6.400000000000006
1047,1047,104,7,220520,225616,42.16955607,-90.10182402,3699,113.8,14.3,0.36,1,229.60058999999998,7.099999999999994
1048,1048,104,8,220520,225617,42.16953214,-90.10173947,4144,110.9,14.5,0.10300000000000001,1,229.7002,-2.8999999999999915
1049,1049,104,9,220520,225618,42.169509999999995,-90.10166,4112,110.6,13.6,-0.46299999999999997,1,229.90039,-0.30000000000001137
1050,1050,105,0,220520,225629,42.16926539,-90.10078515,4182,110.2,14.5,1.492,11,232.60058999999998,-0.3999999999999915
1051,1051,105,1,220520,225630,42.16924124,-90.10070071,4102,111.1,14.5,0.0,1,232.90039,0.8999999999999915
1052,1052,105,2,220520,225631,42.16921581,-90.10061359,4109,111.5,15.0,0.257,1,233.5,0.4000000000000057
1053,1053,105,3,220520,225632,42.16918724,-90.10051673,4056,111.7,16.7,0.875,1,234.0,0.20000000000000284
1054,1054,105,4,220520,225633,42.16915655,-90.10041161,4070,111.5,18.1,0.72,1,234.60058999999998,-0.20000000000000284
1055,1055,105,5,220520,225634,42.16912355,-90.10030303,4716,112.3,18.8,0.36,1,234.90039,0.7999999999999972
1056,1056,105,6,220520,225635,42.16908992,-90.10019075,4695,112.0,19.4,0.309,1,235.2998,-0.29999999999999716
1057,1057,105,7,220520,225636,42.16905597,-90.10007327,4604,111.3,20.2,0.41200000000000003,1,236.2998,-0.7000000000000028
1058,1058,105,8,220520,225637,42.16902275,-90.09995275,4393,110.4,20.6,0.20600000000000002,1,236.90039,-0.8999999999999915
1059,1059,105,9,220520,225638,42.16899,-90.09983000000001,3705,109.8,20.9,0.154,1,237.60058999999998,-0.6000000000000085
1060,1060,106,0,220520,225638,42.16899827,-90.09980369,4403,108.7,11.6,-4.784,0,237.7998,-1.0999999999999943
1061,1061,106,1,220520,225639,42.16896488,-90.09968125,4202,110.2,20.9,4.784,1,237.90039,1.5
1062,1062,106,2,220520,225640,42.16893244,-90.09955968,3924,109.8,20.7,-0.10300000000000001,1,237.7998,-0.4000000000000057
1063,1063,106,3,220520,225641,42.16890516,-90.09944365,4232,107.6,19.5,-0.617,1,237.90039,-2.200000000000003
1064,1064,106,4,220520,225642,42.16888231,-90.09933755,4343,106.2,17.7,-0.9259999999999999,1,238.40039,-1.3999999999999915
1065,1065,106,5,220520,225643,42.16886092,-90.09923349,4559,105.5,17.3,-0.20600000000000002,1,239.7002,-0.7000000000000028
1066,1066,106,6,220520,225644,42.16883676,-90.09913316,4133,108.0,16.9,-0.20600000000000002,1,240.7998,2.5
1067,1067,106,7,220520,225645,42.16881028,-90.09903390000001,3926,109.8,16.9,0.0,1,241.7002,1.7999999999999972
1068,1068,106,8,220520,225646,42.16878146,-90.09893315,3740,111.1,17.3,0.20600000000000002,1,242.0,1.2999999999999972
1069,1069,106,9,220520,225647,42.16875,-90.09884,3941,114.5,16.4,-0.46299999999999997,1,242.5,3.4000000000000057
1070,1070,107,0,220520,225648,42.16870124,-90.0987476,3881,115.8,15.8,0.0,1,244.0,1.2999999999999972
1071,1071,107,1,220520,225649,42.168667600000006,-90.09866004,3890,117.4,15.8,0.0,1,245.40039,1.6000000000000085
1072,1072,107,2,220520,225650,42.16863364,-90.09857199999999,4146,117.5,15.9,0.051,1,245.7998,0.09999999999999432
1073,1073,107,3,220520,225651,42.16859876,-90.09848604,4083,118.7,15.7,-0.10300000000000001,1,246.10058999999998,1.2000000000000028
1074,1074,107,4,220520,225652,42.16856234,-90.09840196,4051,120.3,15.6,-0.051,1,246.0,1.5999999999999943
1075,1075,107,5,220520,225653,42.16852559,-90.09831744,3986,120.4,15.7,0.051,1,246.5,0.10000000000000853
1076,1076,107,6,220520,225654,42.16848938,-90.09823248,3727,119.9,15.7,0.0,1,247.2998,-0.5
1077,1077,107,7,220520,225655,42.16845505,-90.09814824,3914,118.8,15.4,-0.154,1,247.7998,-1.1000000000000085
1078,1078,107,8,220520,225656,42.16842215,-90.09806368,3940,117.7,15.3,-0.051,1,248.10058999999998,-1.0999999999999943
1079,1079,107,9,220520,225657,42.16839,-90.09798,3953,117.4,15.1,-0.10300000000000001,1,248.7002,-0.29999999999999716
1080,1080,108,0,220520,225705,42.16815753,-90.09719111,3854,106.5,17.9,-0.20600000000000002,8,248.90039,-10.900000000000006
1081,1081,108,1,220520,225706,42.16813249,-90.09708395,3892,107.5,18.0,0.051,1,249.0,1.0
1082,1082,108,2,220520,225707,42.16810449,-90.09697549,4237,109.2,18.4,0.20600000000000002,1,249.7998,1.7000000000000028
1083,1083,108,3,220520,225708,42.168075200000004,-90.09686632,4179,109.9,18.6,0.10300000000000001,1,250.2998,0.7000000000000028
1084,1084,108,4,220520,225709,42.16804273,-90.09675678,4072,111.8,18.9,0.154,1,251.40039,1.8999999999999915
1085,1085,108,5,220520,225710,42.16800622,-90.0966482,3932,114.4,19.1,0.10300000000000001,1,252.10058999999998,2.6000000000000085
1086,1086,108,6,220520,225711,42.167967,-90.09654697,3819,117.6,18.3,-0.41200000000000003,1,253.7002,3.1999999999999886
1087,1087,108,7,220520,225712,42.16792637,-90.09644889,4035,119.2,18.0,-0.154,1,254.2002,1.6000000000000085
1088,1088,108,8,220520,225713,42.16788704,-90.09635844,3980,120.4,16.8,-0.617,1,254.90039,1.2000000000000028
1089,1089,108,9,220520,225714,42.16785,-90.09628000000001,4179,122.5,14.9,-0.977,1,256.2002,2.0999999999999943
1090,1090,109,0,220520,225744,42.16731297,-90.09518312,4002,126.8,4.6,1.955,30,260.5,4.299999999999997
1091,1091,109,1,220520,225745,42.16730428,-90.09516773,4064,127.3,3.1,-0.772,1,260.5,0.5
1092,1092,109,2,220520,225746,42.16729881,-90.09515845,3978,128.5,1.9,-0.617,1,260.5,1.2000000000000028
1093,1093,109,3,220520,225747,42.167298200000005,-90.09515752,4025,131.7,0.2,-0.875,1,260.5,3.1999999999999886
1094,1094,109,4,220520,225748,42.16729912,-90.09515752,4003,0.0,0.2,0.0,1,260.5,-131.7
1095,1095,109,5,220520,225749,42.16729829999999,-90.09515601,3975,126.3,0.3,0.051,1,260.5,126.3
1096,1096,109,6,220520,225750,42.16729708,-90.09515335,3988,121.7,0.5,0.10300000000000001,1,260.5,-4.599999999999994
1097,1097,109,7,220520,225751,42.16729509,-90.09514914,4096,122.6,0.8,0.154,1,260.5,0.8999999999999915
1098,1098,109,8,220520,225752,42.16728832,-90.09513728,3961,127.6,2.4,0.823,1,260.5,5.0
1099,1099,109,9,220520,225753,42.16728,-90.09512,4026,123.0,3.3,0.46299999999999997,1,260.4004,-4.599999999999994
1100,1100,110,0,220520,225812,42.16841348,-90.09374421,4121,33.2,31.3,-2.006,19,263.6006,-89.8
1101,1101,110,1,220520,225813,42.16854051,-90.09364041,4196,31.2,32.1,0.41200000000000003,1,264.7002,-2.0000000000000036
1102,1102,110,2,220520,225814,42.16867378,-90.09353992,3949,29.2,33.0,0.46299999999999997,1,265.4004,-2.0
1103,1103,110,3,220520,225815,42.168813899999996,-90.09344484,3996,26.7,33.9,0.46299999999999997,1,265.7002,-2.5
1104,1104,110,4,220520,225816,42.16895921,-90.09335424,3949,24.8,34.6,0.36,1,265.6006,-1.8999999999999986
1105,1105,110,5,220520,225817,42.16910822,-90.09326558,4063,23.8,35.2,0.309,1,265.5,-1.0
1106,1106,110,6,220520,225818,42.16926022,-90.09317683,4141,23.4,35.8,0.309,1,265.1006,-0.40000000000000213
1107,1107,110,7,220520,225819,42.16941123,-90.09308654,3977,23.9,35.7,-0.051,1,265.0,0.5
1108,1108,110,8,220520,225820,42.16956108,-90.09299737,3928,23.8,35.4,-0.154,1,264.7002,-0.09999999999999787
1109,1109,110,9,220520,225821,42.169709999999995,-90.09291,4038,23.5,35.1,-0.154,1,264.0,-0.3000000000000007
1110,1110,111,0,220520,225831,42.17119294,-90.09208166,4049,24.9,34.7,-0.154,10,265.2998,1.3999999999999986
1111,1111,111,1,220520,225832,42.17133722,-90.09198247,4011,27.0,35.0,0.154,1,266.0,2.1000000000000014
1112,1112,111,2,220520,225833,42.17148087,-90.09187503,4091,29.0,35.5,0.257,1,266.0,2.0
1113,1113,111,3,220520,225834,42.17162157,-90.09175594,4100,32.1,35.9,0.20600000000000002,1,265.5,3.1000000000000014
1114,1114,111,4,220520,225835,42.1717554,-90.09162856,4281,35.2,35.4,-0.257,1,265.7002,3.1000000000000014
1115,1115,111,5,220520,225836,42.17188231,-90.09149186,4040,38.6,35.1,-0.154,1,265.2002,3.3999999999999986
1116,1116,111,6,220520,225837,42.17200303,-90.09134623,4063,41.8,35.0,-0.051,1,264.6006,3.1999999999999957
1117,1117,111,7,220520,225838,42.17212249,-90.09120059,3971,42.1,34.8,-0.10300000000000001,1,264.9004,0.30000000000000426
1118,1118,111,8,220520,225839,42.17224141,-90.09105509,3805,42.2,34.7,-0.051,1,265.0,0.10000000000000142
1119,1119,111,9,220520,225840,42.17236,-90.09091,3996,42.2,34.6,-0.051,1,264.6006,0.0
1120,1120,112,0,220520,225847,42.17319539,-90.08986879999999,3806,42.6,35.2,-0.10300000000000001,7,263.9004,0.3999999999999986
1121,1121,112,1,220520,225848,42.17331444,-90.08971795,3920,43.2,35.3,0.051,1,265.0,0.6000000000000014
1122,1122,112,2,220520,225849,42.17343265,-90.08956500000001,3983,43.8,35.4,0.051,1,265.9004,0.5999999999999943
1123,1123,112,3,220520,225850,42.17355277,-90.08941386,4025,43.0,35.5,0.051,1,266.6006,-0.7999999999999972
1124,1124,112,4,220520,225851,42.17367084,-90.08925892,4021,44.2,35.6,0.051,1,267.2998,1.2000000000000028
1125,1125,112,5,220520,225852,42.17378766,-90.08910403,3894,44.5,35.4,-0.10300000000000001,1,266.9004,0.29999999999999716
1126,1126,112,6,220520,225853,42.17390322,-90.08895186,4060,44.3,34.9,-0.257,1,267.2998,-0.20000000000000284
1127,1127,112,7,220520,225854,42.17401751,-90.08880242,4068,44.1,34.4,-0.257,1,267.2998,-0.19999999999999574
1128,1128,112,8,220520,225855,42.17413285,-90.08865265,4055,43.9,34.6,0.10300000000000001,1,266.2002,-0.20000000000000284
1129,1129,112,9,220520,225856,42.17425,-90.0885,4113,44.0,35.2,0.309,1,265.6006,0.10000000000000142
1130,1130,113,0,220520,225907,42.17551725,-90.08681941,5010,46.5,34.1,-0.20600000000000002,11,267.2998,2.5
1131,1131,113,1,220520,225908,42.17563229,-90.08667465,4472,43.0,34.0,-0.051,1,269.7998,-3.5
1132,1132,113,2,220520,225909,42.17575279,-90.08653628,4448,40.4,34.2,0.10300000000000001,1,271.2002,-2.6000000000000014
1133,1133,113,3,220520,225910,42.17588235,-90.08641157,4402,35.5,34.4,0.10300000000000001,1,272.2998,-4.899999999999999
1134,1134,113,4,220520,225911,42.17602982,-90.08632915,4005,22.5,34.5,0.051,1,273.1006,-13.0
1135,1135,113,5,220520,225912,42.17618483,-90.08627777,4014,13.8,34.5,0.0,1,273.1006,-8.7
1136,1136,113,6,220520,225913,42.1763447,-90.08625205,4257,6.8,34.8,0.154,1,272.7002,-7.000000000000001
1137,1137,113,7,220520,225914,42.17650613,-90.08624748,4202,1.2,34.9,0.051,1,272.6006,-5.6
1138,1138,113,8,220520,225915,42.17666837,-90.08625666,4222,357.6,35.1,0.10300000000000001,1,272.6006,356.40000000000003
1139,1139,113,9,220520,225916,42.176829999999995,-90.08627,4216,356.5,35.0,-0.051,1,272.9004,-1.1000000000000227
1140,1140,114,0,220520,225928,42.17877045,-90.08605493,3904,16.0,35.1,-0.051,12,268.9004,-340.5
1141,1141,114,1,220520,225929,42.17892463,-90.08598814,3716,17.8,35.0,-0.051,1,268.7002,1.8000000000000007
1142,1142,114,2,220520,225930,42.17907677,-90.08591704,3928,19.1,34.8,-0.10300000000000001,1,267.5,1.3000000000000007
1143,1143,114,3,220520,225931,42.17922849,-90.08584252,4189,20.0,34.9,0.051,1,266.2002,0.8999999999999986
1144,1144,114,4,220520,225932,42.17937883,-90.08576302,4224,21.4,34.9,0.0,1,265.6006,1.3999999999999986
1145,1145,114,5,220520,225933,42.17952679,-90.08567579,4055,23.6,34.9,0.0,1,265.4004,2.200000000000003
1146,1146,114,6,220520,225934,42.17967252,-90.08558199,4205,25.5,34.9,0.0,1,265.7002,1.8999999999999986
1147,1147,114,7,220520,225935,42.17981636,-90.08548436,4077,26.7,34.8,-0.051,1,266.0,1.1999999999999993
1148,1148,114,8,220520,225936,42.17995919,-90.08538274,4030,27.8,34.9,0.051,1,266.1006,1.1000000000000014
1149,1149,114,9,220520,225937,42.1801,-90.08528000000001,3861,28.4,34.6,-0.154,1,266.2002,0.5999999999999979
1150,1150,115,0,220520,225931,42.17913448,-90.08547865,3976,4.2,35.4,0.41200000000000003,-6,263.2002,-24.2
1151,1151,115,1,220520,225932,42.17929718,-90.08545944,4099,5.0,35.3,-0.051,1,263.1006,0.7999999999999998
1152,1152,115,2,220520,225933,42.17945966,-90.08543717,4060,5.8,35.3,0.0,1,263.6006,0.7999999999999998
1153,1153,115,3,220520,225934,42.17962155,-90.08540374,4252,8.7,35.4,0.051,1,264.5,2.8999999999999995
1154,1154,115,4,220520,225935,42.1797833,-90.08536525,4109,10.0,35.5,0.051,1,265.5,1.3000000000000007
1155,1155,115,5,220520,225936,42.17994294,-90.08532182,3772,11.4,35.2,-0.154,1,266.1006,1.4000000000000004
1156,1156,115,6,220520,225937,42.18010109,-90.0852694,3939,13.8,35.2,0.0,1,266.2002,2.4000000000000004
1157,1157,115,7,220520,225938,42.18024136,-90.08516404,3960,29.1,34.7,-0.257,1,266.0,15.3
1158,1158,115,8,220520,225939,42.18038109,-90.08505736,4184,29.5,34.7,0.0,1,265.7998,0.3999999999999986
1159,1159,115,9,220520,225940,42.18052,-90.08495,3870,29.8,34.6,-0.051,1,268.2002,0.3000000000000007
1160,1160,116,0,220520,225955,42.18214978,-90.08436642,4627,21.1,12.1,-7.7170000000000005,15,274.7998,-8.7
1161,1161,116,1,220520,225956,42.18218203,-90.08431249,4691,51.1,11.1,-0.514,1,274.7998,30.0
1162,1162,116,2,220520,225957,42.18219041,-90.08424032,4105,81.1,11.7,0.309,1,274.7998,29.999999999999993
1163,1163,116,3,220520,225958,42.18218247,-90.08416113,3893,97.7,12.8,0.5660000000000001,1,274.9004,16.60000000000001
1164,1164,116,4,220520,225959,42.18216081,-90.08406953,3936,107.7,15.4,1.338,1,274.9004,10.0
1165,1165,116,5,220520,230000,42.18212882,-90.08396374,3971,112.2,18.3,1.492,1,275.1006,4.5
1166,1166,116,6,220520,230001,42.1820898,-90.08384435,4037,113.8,20.9,1.338,1,274.6006,1.5999999999999943
1167,1167,116,7,220520,230002,42.18204633,-90.08371259,4072,114.0,23.1,1.1320000000000001,1,275.0,0.20000000000000284
1168,1168,116,8,220520,230003,42.18199632,-90.08357047,3995,115.4,25.2,1.08,1,274.6006,1.4000000000000057
1169,1169,116,9,220520,230004,42.181940000000004,-90.08341999999999,4166,116.8,27.0,0.9259999999999999,1,274.2002,1.3999999999999915
1170,1170,117,0,220520,225959,42.18131638,-90.08379549,4147,27.9,34.6,3.91,-5,267.1006,-88.9
1171,1171,117,1,220520,230000,42.18145225,-90.08369882,4425,27.8,33.2,-0.72,1,268.0,-0.09999999999999787
1172,1172,117,2,220520,230001,42.18158373,-90.08361113,4276,26.3,31.7,-0.772,1,270.1006,-1.5
1173,1173,117,3,220520,230002,42.18170889,-90.08352875,4135,26.0,30.1,-0.823,1,272.0,-0.3000000000000007
1174,1174,117,4,220520,230003,42.1818299,-90.08345808,4041,23.4,28.5,-0.823,1,273.2002,-2.6000000000000014
1175,1175,117,5,220520,230004,42.18194845,-90.083403,3950,19.0,27.1,-0.72,1,274.2002,-4.399999999999999
1176,1176,117,6,220520,230005,42.18188694,-90.0832449,4119,117.7,28.6,0.772,1,272.9004,98.7
1177,1177,117,7,220520,230006,42.18181774,-90.08308182,4095,119.8,30.1,0.772,1,271.5,2.0999999999999943
1178,1178,117,8,220520,230007,42.18174178,-90.08291324,4006,121.3,31.6,0.772,1,270.9004,1.5
1179,1179,117,9,220520,230008,42.18166,-90.08274,3963,122.5,32.9,0.669,1,269.7002,1.2000000000000028
1180,1180,118,0,220520,230014,42.18112297,-90.08166758,4000,123.5,34.8,-0.154,6,268.0,1.0
1181,1181,118,1,220520,230015,42.18103439,-90.08148766,4005,123.6,34.6,-0.10300000000000001,1,267.5,0.09999999999999432
1182,1182,118,2,220520,230016,42.18094557,-90.08130794,3966,123.7,34.6,0.0,1,266.9004,0.10000000000000853
1183,1183,118,3,220520,230017,42.18085622,-90.08112645,3890,123.6,34.9,0.154,1,266.1006,-0.10000000000000853
1184,1184,118,4,220520,230018,42.18076633,-90.08094319,3886,123.5,35.2,0.154,1,265.5,-0.09999999999999432
1185,1185,118,5,220520,230019,42.18067737,-90.08075762,3797,122.9,35.4,0.10300000000000001,1,264.4004,-0.5999999999999943
1186,1186,118,6,220520,230020,42.18058815,-90.08057079,3627,122.8,35.6,0.10300000000000001,1,262.9004,-0.10000000000000853
1187,1187,118,7,220520,230021,42.18049916,-90.08038302,3863,122.6,35.7,0.051,1,262.5,-0.20000000000000284
1188,1188,118,8,220520,230022,42.18040969,-90.08019567,3989,122.8,35.7,0.0,1,262.4004,0.20000000000000284
1189,1189,118,9,220520,230023,42.18032,-90.08001,3800,123.1,35.5,-0.10300000000000001,1,262.1006,0.29999999999999716
1190,1190,119,0,220520,230032,42.17949254,-90.07837842,3950,125.6,35.3,-0.10300000000000001,9,258.6006,2.5
1191,1191,119,1,220520,230033,42.17939817,-90.07819855,3986,125.3,35.3,0.0,1,259.1006,-0.29999999999999716
1192,1192,119,2,220520,230034,42.17930403,-90.07801847,3964,125.2,35.3,0.0,1,259.7998,-0.09999999999999432
1193,1193,119,3,220520,230035,42.17921059,-90.07783772,3843,124.9,35.3,0.0,1,259.5,-0.29999999999999716
1194,1194,119,4,220520,230036,42.17911671,-90.07765814,4050,125.2,35.2,-0.051,1,258.4004,0.29999999999999716
1195,1195,119,5,220520,230037,42.17902523,-90.07747785,4077,124.4,35.0,-0.10300000000000001,1,257.9004,-0.7999999999999972
1196,1196,119,6,220520,230038,42.17893513,-90.07729553,4020,123.7,35.1,0.051,1,257.2998,-0.7000000000000028
1197,1197,119,7,220520,230039,42.17884536,-90.07711593,4144,124.0,34.7,-0.20600000000000002,1,256.2998,0.29999999999999716
1198,1198,119,8,220520,230040,42.17875453,-90.07693353,3851,123.9,35.2,0.257,1,254.7998,-0.09999999999999432
1199,1199,119,9,220520,230041,42.17866,-90.07675,3899,124.8,35.8,0.309,1,251.7998,0.8999999999999915
1200,1200,120,0,220520,230038,42.17889819,-90.07732019,4100,123.3,34.1,-0.875,-3,257.2002,-1.5
1201,1201,120,1,220520,230039,42.17880907,-90.0771385,4018,123.5,34.9,0.41200000000000003,1,256.2998,0.20000000000000284
1202,1202,120,2,220520,230040,42.17871767,-90.07695286,3970,123.6,35.7,0.41200000000000003,1,254.10058999999998,0.09999999999999432
1203,1203,120,3,220520,230041,42.17862627,-90.07676722,3955,123.6,35.7,0.0,1,251.7998,0.0
1204,1204,120,4,220520,230042,42.17853688,-90.07658427,4075,123.4,35.1,-0.309,1,249.90039,-0.19999999999998863
1205,1205,120,5,220520,230043,42.17843956,-90.07640419,3748,126.1,35.7,0.309,1,249.60058999999998,2.6999999999999886
1206,1206,120,6,220520,230044,42.17834011,-90.07622546,3673,126.9,35.8,0.051,1,247.7002,0.8000000000000114
1207,1207,120,7,220520,230045,42.17823814,-90.07604933,4114,128.0,35.8,0.0,1,246.60058999999998,1.0999999999999943
1208,1208,120,8,220520,230046,42.17813497,-90.07587369,4104,128.4,35.9,0.051,1,245.60058999999998,0.4000000000000057
1209,1209,120,9,220520,230047,42.17803,-90.0757,4274,129.2,35.9,0.0,1,243.2002,0.799999999999983
1210,1210,121,0,220520,230101,42.17652097,-90.07338814,4160,129.6,35.8,0.051,14,228.5,0.4000000000000057
1211,1211,121,1,220520,230102,42.17641196,-90.07322070000001,4178,131.3,35.7,-0.051,1,229.2002,1.700000000000017
1212,1212,121,2,220520,230103,42.17630273,-90.07305352,4120,131.4,35.7,0.0,1,229.40039,0.09999999999999432
1213,1213,121,3,220520,230104,42.17619942,-90.07289595,4033,131.5,33.7,-1.0290000000000001,1,228.90039,0.09999999999999432
