Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds
414,41,4,220520,224535,42.17188003,-90.11186134,4083,270.4,12.3,0.103,1
415,41,5,220520,224536,42.17188012,-90.111935,3901,270.1,11.8,-0.257,1
416,41,6,220520,224537,42.17187415,-90.1120057,5454,263.5,11.4,-0.206,1
417,41,7,220520,224538,42.17186637,-90.11207356,4127,261.2,11,-0.206,1
418,41,8,220520,224539,42.17186282,-90.11214206,4209,266,11,0,1
419,41,9,220520,224540,42.17186,-90.11221,4538,266.8,10.9,-0.051,1
420,42,0,220520,224536,42.17188228,-90.11201413,4129,258.3,4.3,-3.395,-4
421,42,1,220520,224537,42.17187803,-90.11205115,4207,261.2,6,0.875,1
422,42,2,220520,224538,42.17187369,-90.11209948,3936,263.1,7.8,0.926,1
423,42,3,220520,224539,42.17186876,-90.11215527,3745,263.2,9,0.617,1
424,42,4,220520,224540,42.17186248,-90.11221964,4299,262.5,10.4,0.72,1
425,42,5,220520,224541,42.17185819,-90.11228869,4471,265.2,11.1,0.36,1
426,42,6,220520,224542,42.17185639,-90.11235794,3973,268,11.1,0,1
427,42,7,220520,224543,42.1718543,-90.11242842,5030,267.7,11.3,0.103,1
428,42,8,220520,224544,42.17185253,-90.11250017,5155,268.1,11.5,0.103,1
429,42,9,220520,224545,42.17185,-90.11257,5008,267.2,11.2,-0.154,1
430,43,0,220520,224550,42.17180981,-90.11289946,3922,250.7,9.2,-0.514,5
431,43,1,220520,224551,42.17179184,-90.11293581,4435,236.3,7,-1.132,1
432,43,2,220520,224552,42.17176897,-90.11296217,4672,220.5,6.5,-0.257,1
433,43,3,220520,224553,42.1717406,-90.11298572,4196,211.6,7.2,0.36,1
434,43,4,220520,224554,42.17170297,-90.11299222,5476,187.3,8.2,0.514,1
435,43,5,220520,224555,42.17166095,-90.11298855,6288,176.3,9.1,0.463,1
436,43,6,220520,224556,42.17161549,-90.11298102,4534,173,9.9,0.412,1
437,43,7,220520,224557,42.17156867,-90.11297304,4801,172.8,10.2,0.154,1
438,43,8,220520,224558,42.17152248,-90.11296351,4645,171.3,10.1,-0.051,1
439,43,9,220520,224559,42.17148,-90.11296,4097,176.5,9.2,-0.463,1
440,44,0,220520,224556,42.17149658,-90.11276074,4440,268.4,11.1,0.977,-3
441,44,1,220520,224557,42.17149284,-90.1128311,3819,265.9,11.3,0.103,1
442,44,2,220520,224558,42.17148365,-90.112898,4527,259.5,10.9,-0.206,1
443,44,3,220520,224559,42.17147231,-90.11295981,5491,256.1,10.2,-0.36,1
444,44,4,220520,224600,42.17143131,-90.11296494,4636,185.3,8.9,-0.669,1
445,44,5,220520,224601,42.17139322,-90.11297531,6151,191.4,8.4,-0.257,1
446,44,6,220520,224602,42.17135629,-90.1129895,4487,195.9,8.3,-0.051,1
447,44,7,220520,224603,42.17132037,-90.113006,5197,198.8,8.2,-0.051,1
448,44,8,220520,224604,42.1712914,-90.11303061,4628,212.2,7.4,-0.412,1
449,44,9,220520,224605,42.17127,-90.11306,4457,225.5,6.6,-0.412,1
450,45,0,220520,224621,42.17146328,-90.11318854,4144,30.8,5.8,-0.051,16
451,45,1,220520,224622,42.17147974,-90.11315609,3864,55.6,6.3,0.257,1
452,45,2,220520,224623,42.17149571,-90.11311382,4324,63,7.6,0.669,1
453,45,3,220520,224624,42.17151034,-90.11305988,3939,69.9,9.2,0.823,1
454,45,4,220520,224625,42.17152074,-90.11300227,3942,76.3,9.5,0.154,1
455,45,5,220520,224626,42.17152425,-90.1129394,4204,85.7,10.1,0.309,1
456,45,6,220520,224627,42.17152844,-90.11287598,4277,84.9,10.2,0.051,1
457,45,7,220520,224628,42.17153379,-90.11280957,4739,83.8,10.7,0.257,1
458,45,8,220520,224629,42.17153701,-90.11274229,4300,86.3,10.8,0.051,1
459,45,9,220520,224630,42.17154,-90.11268,4945,86.3,10,-0.412,1
460,46,0,220520,224626,42.17144522,-90.11266478,4118,311.9,5.8,-2.161,-4
461,46,1,220520,224627,42.171468,-90.11268727,4241,323.8,6.1,0.154,1
462,46,2,220520,224628,42.17149522,-90.11269461,4020,348.7,6,-0.051,1
463,46,3,220520,224629,42.17152344,-90.11269395,3593,1,6.1,0.051,1
464,46,4,220520,224630,42.17154981,-90.11268448,4599,14.9,5.9,-0.103,1
465,46,5,220520,224631,42.1715525,-90.11262153,4475,86.7,10.1,2.161,1
466,46,6,220520,224632,42.17155227,-90.11256098,4160,90.3,9.7,-0.206,1
467,46,7,220520,224633,42.17155211,-90.11250106,4052,90.2,9.6,-0.051,1
468,46,8,220520,224634,42.17155172,-90.11244051,5494,90.5,9.7,0.051,1
469,46,9,220520,224635,42.17155,-90.11238,4039,92.2,9.7,0,1
470,47,0,220520,224652,42.17152938,-90.11135251,4216,91.9,9.9,0,17
471,47,1,220520,224653,42.17152712,-90.11129016,4356,92.8,10,0.051,1
472,47,2,220520,224654,42.17152776,-90.11122837,4287,89.2,9.9,-0.051,1
473,47,3,220520,224655,42.17152728,-90.11116657,4635,90.6,9.9,0,1
474,47,4,220520,224656,42.17152793,-90.11110415,4205,89.2,10,0.051,1
475,47,5,220520,224657,42.1715295,-90.11104364,4687,88,9.7,-0.154,1
476,47,6,220520,224658,42.17153361,-90.11099087,4184,84,8.5,-0.617,1
477,47,7,220520,224659,42.17153899,-90.11093642,4041,82.4,8.8,0.154,1
478,47,8,220520,224700,42.1715437,-90.11089003,4381,82.2,7.5,-0.669,1
479,47,9,220520,224701,42.17155,-90.11086,3885,74.2,5,-1.286,1
480,48,0,220520,224656,42.17156086,-90.11115363,4013,91.8,9.7,2.418,-5
481,48,1,220520,224657,42.17155875,-90.11109314,4188,92.7,9.7,0,1
482,48,2,220520,224658,42.17155757,-90.11103261,4098,91.5,9.7,0,1
483,48,3,220520,224659,42.17155797,-90.11097019,4415,89.5,10,0.154,1
484,48,4,220520,224700,42.17155877,-90.11090902,4531,89,9.8,-0.103,1
485,48,5,220520,224701,42.17155821,-90.11084723,4390,90.7,9.9,0.051,1
486,48,6,220520,224702,42.17156167,-90.110833,4087,71.8,2.4,-3.858,1
487,48,7,220520,224703,42.17156418,-90.11082427,4298,68.8,1.5,-0.463,1
488,48,8,220520,224704,42.17157185,-90.11081018,4343,53.7,2.8,0.669,1
489,48,9,220520,224705,42.17158,-90.1108,4571,42.8,2.4,-0.206,1
490,49,0,220520,224720,42.17175278,-90.11107213,3816,271.9,7.8,2.264,15
491,49,1,220520,224721,42.17175632,-90.11112184,5045,275.5,8,0.103,1
492,49,2,220520,224722,42.17176021,-90.11117527,4978,275.6,8.6,0.309,1
493,49,3,220520,224723,42.17176332,-90.1112338,4013,274.1,9.4,0.412,1
494,49,4,220520,224724,42.17176416,-90.1112881,4679,271.2,8.7,-0.36,1
495,49,5,220520,224725,42.17176526,-90.11134863,5730,271.4,9.7,0.514,1
496,49,6,220520,224726,42.1717676,-90.11141097,4230,272.9,10,0.154,1
497,49,7,220520,224727,42.17176886,-90.11147587,3809,271.5,10.4,0.206,1
498,49,8,220520,224728,42.17176773,-90.11154265,4449,268.7,10.7,0.154,1
499,49,9,220520,224729,42.17177,-90.11161,4660,272.6,10.8,0.051,1
500,50,0,220520,224725,42.17171266,-90.111637,4847,33.2,2.9,-4.064,-4
501,50,1,220520,224726,42.17172612,-90.11162869,4304,24.6,3.2,0.154,1
502,50,2,220520,224727,42.17174119,-90.11162259,4505,16.7,3.4,0.103,1
503,50,3,220520,224728,42.17175597,-90.1116214,4505,3.4,3.2,-0.103,1
504,50,4,220520,224729,42.17177158,-90.11162399,4165,353,3.4,0.103,1
505,50,5,220520,224730,42.17177495,-90.11169063,4684,273.9,10.7,3.755,1
506,50,6,220520,224731,42.17177922,-90.1117578,4062,274.9,10.8,0.051,1
507,50,7,220520,224732,42.17178113,-90.11182517,4361,272.2,10.8,0,1
508,50,8,220520,224733,42.17178052,-90.11189259,3991,269.3,10.8,0,1
509,50,9,220520,224734,42.17178,-90.11196,4563,269.4,10.8,0,1
510,51,0,220520,224739,42.17177952,-90.11228724,4230,269.9,10.5,0,5
511,51,1,220520,224740,42.17177806,-90.11235338,4399,268.3,10.6,0.051,1
512,51,2,220520,224741,42.17177579,-90.11242073,4453,267.4,10.8,0.103,1
513,51,3,220520,224742,42.17177131,-90.1124885,3711,264.9,10.9,0.051,1
514,51,4,220520,224743,42.17176597,-90.1125549,4495,263.8,10.7,-0.103,1
515,51,5,220520,224744,42.17176127,-90.11262077,4220,264.5,10.6,-0.051,1
516,51,6,220520,224745,42.17175822,-90.11268806,4058,266.5,10.8,0.103,1
517,51,7,220520,224746,42.17175582,-90.11275415,4413,267.2,10.6,-0.103,1
518,51,8,220520,224747,42.17175325,-90.11282023,4301,267,10.6,0,1
519,51,9,220520,224748,42.17175,-90.11288,4185,265.8,9.6,-0.514,1
520,52,0,220520,224754,42.17159488,-90.11275965,3995,271.4,10.7,0.566,6
521,52,1,220520,224755,42.17159574,-90.11282643,4106,271,10.7,0,1
522,52,2,220520,224756,42.17159644,-90.11289322,3865,270.8,10.7,0,1
523,52,3,220520,224757,42.1715955,-90.11295875,4224,268.9,10.5,-0.103,1
524,52,4,220520,224758,42.17156619,-90.11294514,3941,161,6.7,-1.955,1
525,52,5,220520,224759,42.17153895,-90.11292518,4118,151.5,6.7,0,1
526,52,6,220520,224800,42.17151542,-90.11289796,4056,139.4,6.7,0,1
527,52,7,220520,224801,42.17150742,-90.11285369,4299,103.7,7.3,0.309,1
528,52,8,220520,224802,42.17150197,-90.11279862,4118,97.6,8.9,0.823,1
529,52,9,220520,224803,42.1715,-90.11274,4118,92.6,9.4,0.257,1
530,53,0,220520,224805,42.17150119,-90.11263285,3971,88.5,9.7,-0.617,2
531,53,1,220520,224806,42.17150216,-90.11256482,3809,88.9,10.9,0.617,1
532,53,2,220520,224807,42.17150355,-90.11249743,4393,88.4,10.8,-0.051,1
533,53,3,220520,224808,42.1715054,-90.11242943,4066,87.9,10.9,0.051,1
534,53,4,220520,224809,42.17150646,-90.11236141,4414,88.8,10.9,0,1
535,53,5,220520,224810,42.17150751,-90.11229338,4025,88.8,10.9,0,1
536,53,6,220520,224811,42.17150876,-90.11222473,3975,88.6,11,0.051,1
537,53,7,220520,224812,42.17150982,-90.11215608,3751,88.8,11,0,1
538,53,8,220520,224813,42.17151035,-90.11208804,4543,89.4,10.9,-0.051,1
539,53,9,220520,224814,42.17151,-90.11202,4203,90.4,10.9,0,1
540,54,0,220520,224819,42.17150142,-90.11169617,4019,89.9,10.3,-0.309,5
541,54,1,220520,224820,42.1715009,-90.11163937,4348,90.7,9.1,-0.617,1
542,54,2,220520,224821,42.17150038,-90.11158195,4339,90.7,9.2,0.051,1
543,54,3,220520,224822,42.17150046,-90.11152015,3779,89.9,9.9,0.36,1
544,54,4,220520,224823,42.17149957,-90.11145149,3906,91,11,0.566,1
545,54,5,220520,224824,42.17150019,-90.11138408,4728,89.3,10.8,-0.103,1
546,54,6,220520,224825,42.17150045,-90.11131541,4222,89.7,11,0.103,1
547,54,7,220520,224826,42.17150256,-90.11124743,4098,87.6,10.9,-0.051,1
548,54,8,220520,224827,42.17150422,-90.11118005,4173,88.1,10.8,-0.051,1
549,54,9,220520,224828,42.17151,-90.11112,4795,82.6,9.7,-0.566,1
550,55,0,220520,224835,42.17155391,-90.11077389,3848,96.9,6,-0.206,7
551,55,1,220520,224836,42.1715458,-90.11074003,3980,107.9,5.7,-0.154,1
552,55,2,220520,224837,42.17153405,-90.11070679,3813,115.5,5.9,0.103,1
553,55,3,220520,224838,42.17151993,-90.1106731,3984,119.5,6.2,0.154,1
554,55,4,220520,224839,42.17150234,-90.11063791,3991,124,6.8,0.309,1
555,55,5,220520,224840,42.17148364,-90.11060147,4081,124.7,7.1,0.154,1
556,55,6,220520,224841,42.17146449,-90.11056168,4164,123,7.6,0.257,1
557,55,7,220520,224842,42.17144198,-90.11052282,4081,128,7.9,0.154,1
558,55,8,220520,224843,42.17141912,-90.11048276,4371,127.6,8.1,0.103,1
559,55,9,220520,224844,42.1714,-90.11044,3595,121.1,8,-0.051,1
560,56,0,220520,224839,42.17136927,-90.11068619,3945,79.5,9.3,0.669,-5
561,56,1,220520,224840,42.17137899,-90.11063156,4311,76.5,9,-0.154,1
562,56,2,220520,224841,42.17138853,-90.11057751,4232,76.6,8.9,-0.051,1
563,56,3,220520,224842,42.17139703,-90.11052826,4191,76.9,8.1,-0.412,1
564,56,4,220520,224843,42.17140382,-90.11048363,3843,78.4,7.3,-0.412,1
565,56,5,220520,224844,42.1714047,-90.11044369,4084,88.3,6.4,-0.463,1
566,56,6,220520,224845,42.17138877,-90.11040493,4229,119,7.1,0.36,1
567,56,7,220520,224846,42.17137168,-90.11036063,3993,117.5,8,0.463,1
568,56,8,220520,224847,42.17135694,-90.11030476,4043,109.6,9.5,0.772,1
569,56,9,220520,224848,42.17135,-90.11025,3977,99.7,8.9,-0.309,1
570,57,0,220520,224857,42.17132142,-90.10972028,4823,92.6,10,0.103,9
571,57,1,220520,224858,42.17131637,-90.1096576,4562,96.2,10.1,0.051,1
572,57,2,220520,224859,42.17130933,-90.10959401,5074,98.5,10.3,0.103,1
573,57,3,220520,224900,42.17130056,-90.10952954,4207,100.4,10.5,0.103,1
574,57,4,220520,224901,42.17129145,-90.10946452,4213,100.7,10.6,0.051,1
575,57,5,220520,224902,42.17128558,-90.10941332,4266,98.8,8.3,-1.183,1
576,57,6,220520,224903,42.17127971,-90.10936212,4110,98.8,8.3,0,1
577,57,7,220520,224904,42.17127327,-90.10930851,4096,99.2,8.7,0.206,1
578,57,8,220520,224905,42.17126647,-90.10925055,5683,99,9.4,0.36,1
579,57,9,220520,224906,42.17126,-90.10919,4964,98.2,9.8,0.206,1
580,58,0,220520,224902,42.17126077,-90.10942631,3888,88.3,8.4,-0.72,-4
581,58,1,220520,224903,42.17126372,-90.10937215,4616,85.8,8.7,0.154,1
582,58,2,220520,224904,42.17126565,-90.10931478,4288,87.4,9.2,0.257,1
583,58,3,220520,224905,42.17126668,-90.10925362,3839,88.7,9.8,0.309,1
584,58,4,220520,224906,42.1712666,-90.10919245,3791,90.1,9.8,0,1
585,58,5,220520,224907,42.17126119,-90.10913296,4068,97,9.6,-0.103,1
586,58,6,220520,224908,42.17125601,-90.10907345,4206,96.7,9.6,0,1
587,58,7,220520,224909,42.1712508,-90.10901456,4667,96.8,9.5,-0.051,1
588,58,8,220520,224910,42.17124528,-90.10895636,4060,97.3,9.4,-0.051,1
589,58,9,220520,224911,42.17124,-90.1089,4109,97.2,9.1,-0.154,1
590,59,0,220520,224916,42.17119864,-90.10861755,4001,98.5,9.4,0.051,5
591,59,1,220520,224917,42.17119235,-90.10856012,4575,98.4,9.3,-0.051,1
592,59,2,220520,224918,42.17118473,-90.10850298,4537,100.2,9.3,0,1
593,59,3,220520,224919,42.17117734,-90.10844643,5492,100,9.2,-0.051,1
594,59,4,220520,224920,42.17116913,-90.10838944,3984,101,9.3,0.051,1
595,59,5,220520,224921,42.17116248,-90.10833145,4293,98.8,9.4,0.051,1
596,59,6,220520,224922,42.1711553,-90.10827168,3754,99.2,9.7,0.154,1
597,59,7,220520,224923,42.17114861,-90.10821054,3803,98.4,9.9,0.103,1
598,59,8,220520,224924,42.17114398,-90.10814906,4058,95.8,9.9,0,1
599,59,9,220520,224925,42.17114,-90.10809,4715,95.2,9.5,-0.206,1
600,60,0,220520,224922,42.17116407,-90.10825534,5669,97.4,9,-0.257,-3
601,60,1,220520,224923,42.17115828,-90.1081997,3941,98,9,0,1
602,60,2,220520,224924,42.17115132,-90.10814241,3788,99.3,9.3,0.154,1
603,60,3,220520,224925,42.17114452,-90.10808509,3798,99.1,9.3,0,1
604,60,4,220520,224926,42.17113944,-90.10802493,4709,96.5,9.7,0.206,1
605,60,5,220520,224927,42.17113558,-90.10796773,4319,95.2,9.2,-0.257,1
606,60,6,220520,224928,42.1711296,-90.10790961,5582,97.9,9.4,0.103,1
607,60,7,220520,224929,42.17112324,-90.1078522,4538,98.5,9.3,-0.051,1
608,60,8,220520,224930,42.17111688,-90.10779604,5007,98.7,9.1,-0.103,1
609,60,9,220520,224931,42.17111,-90.10774,4164,99.4,9.1,0,1
610,61,0,220520,224720,42.17175278,-90.11107213,3816,271.9,7.8,-0.669,-131
611,61,1,220520,224721,42.17175632,-90.11112184,5045,275.5,8,0.103,1
612,61,2,220520,224722,42.17176021,-90.11117527,4978,275.6,8.6,0.309,1
613,61,3,220520,224723,42.17176332,-90.1112338,4013,274.1,9.4,0.412,1
614,61,4,220520,224724,42.17176416,-90.1112881,4679,271.2,8.7,-0.36,1
615,61,5,220520,224725,42.17176526,-90.11134863,5730,271.4,9.7,0.514,1
616,61,6,220520,224726,42.1717676,-90.11141097,4230,272.9,10,0.154,1
617,61,7,220520,224727,42.17176886,-90.11147587,3809,271.5,10.4,0.206,1
618,61,8,220520,224728,42.17176773,-90.11154265,4449,268.7,10.7,0.154,1
619,61,9,220520,224729,42.17177,-90.11161,4660,272.6,10.8,0.051,1
620,62,0,220520,224725,42.17171266,-90.111637,4847,33.2,2.9,-4.064,-4
621,62,1,220520,224726,42.17172612,-90.11162869,4304,24.6,3.2,0.154,1
622,62,2,220520,224727,42.17174119,-90.11162259,4505,16.7,3.4,0.103,1
623,62,3,220520,224728,42.17175597,-90.1116214,4505,3.4,3.2,-0.103,1
624,62,4,220520,224729,42.17177158,-90.11162399,4165,353,3.4,0.103,1
625,62,5,220520,224730,42.17177495,-90.11169063,4684,273.9,10.7,3.755,1
626,62,6,220520,224731,42.17177922,-90.1117578,4062,274.9,10.8,0.051,1
627,62,7,220520,224732,42.17178113,-90.11182517,4361,272.2,10.8,0,1
628,62,8,220520,224733,42.17178052,-90.11189259,3991,269.3,10.8,0,1
629,62,9,220520,224734,42.17178,-90.11196,4563,269.4,10.8,0,1
630,63,0,220520,224739,42.17177952,-90.11228724,4230,269.9,10.5,0,5
631,63,1,220520,224740,42.17177806,-90.11235338,4399,268.3,10.6,0.051,1
632,63,2,220520,224741,42.17177579,-90.11242073,4453,267.4,10.8,0.103,1
633,63,3,220520,224742,42.17177131,-90.1124885,3711,264.9,10.9,0.051,1
634,63,4,220520,224743,42.17176597,-90.1125549,4495,263.8,10.7,-0.103,1
635,63,5,220520,224744,42.17176127,-90.11262077,4220,264.5,10.6,-0.051,1
636,63,6,220520,224745,42.17175822,-90.11268806,4058,266.5,10.8,0.103,1
637,63,7,220520,224746,42.17175582,-90.11275415,4413,267.2,10.6,-0.103,1
638,63,8,220520,224747,42.17175325,-90.11282023,4301,267,10.6,0,1
639,63,9,220520,224748,42.17175,-90.11288,4185,265.8,9.6,-0.514,1
640,64,0,220520,224754,42.17159488,-90.11275965,3995,271.4,10.7,0.566,6
641,64,1,220520,224755,42.17159574,-90.11282643,4106,271,10.7,0,1
642,64,2,220520,224756,42.17159644,-90.11289322,3865,270.8,10.7,0,1
643,64,3,220520,224757,42.1715955,-90.11295875,4224,268.9,10.5,-0.103,1
644,64,4,220520,224758,42.17156619,-90.11294514,3941,161,6.7,-1.955,1
645,64,5,220520,224759,42.17153895,-90.11292518,4118,151.5,6.7,0,1
646,64,6,220520,224800,42.17151542,-90.11289796,4056,139.4,6.7,0,1
647,64,7,220520,224801,42.17150742,-90.11285369,4299,103.7,7.3,0.309,1
648,64,8,220520,224802,42.17150197,-90.11279862,4118,97.6,8.9,0.823,1
649,64,9,220520,224803,42.1715,-90.11274,4118,92.6,9.4,0.257,1
650,65,0,220520,224805,42.17150119,-90.11263285,3971,88.5,9.7,-0.617,2
651,65,1,220520,224806,42.17150216,-90.11256482,3809,88.9,10.9,0.617,1
652,65,2,220520,224807,42.17150355,-90.11249743,4393,88.4,10.8,-0.051,1
653,65,3,220520,224808,42.1715054,-90.11242943,4066,87.9,10.9,0.051,1
654,65,4,220520,224809,42.17150646,-90.11236141,4414,88.8,10.9,0,1
655,65,5,220520,224810,42.17150751,-90.11229338,4025,88.8,10.9,0,1
656,65,6,220520,224811,42.17150876,-90.11222473,3975,88.6,11,0.051,1
657,65,7,220520,224812,42.17150982,-90.11215608,3751,88.8,11,0,1
658,65,8,220520,224813,42.17151035,-90.11208804,4543,89.4,10.9,-0.051,1
659,65,9,220520,224814,42.17151,-90.11202,4203,90.4,10.9,0,1
660,66,0,220520,224819,42.17150142,-90.11169617,4019,89.9,10.3,-0.309,5
661,66,1,220520,224820,42.1715009,-90.11163937,4348,90.7,9.1,-0.617,1
662,66,2,220520,224821,42.17150038,-90.11158195,4339,90.7,9.2,0.051,1
663,66,3,220520,224822,42.17150046,-90.11152015,3779,89.9,9.9,0.36,1
664,66,4,220520,224823,42.17149957,-90.11145149,3906,91,11,0.566,1
665,66,5,220520,224824,42.17150019,-90.11138408,4728,89.3,10.8,-0.103,1
666,66,6,220520,224825,42.17150045,-90.11131541,4222,89.7,11,0.103,1
667,66,7,220520,224826,42.17150256,-90.11124743,4098,87.6,10.9,-0.051,1
668,66,8,220520,224827,42.17150422,-90.11118005,4173,88.1,10.8,-0.051,1
669,66,9,220520,224828,42.17151,-90.11112,4795,82.6,9.7,-0.566,1
670,67,0,220520,224835,42.17155391,-90.11077389,3848,96.9,6,-0.206,7
671,67,1,220520,224836,42.1715458,-90.11074003,3980,107.9,5.7,-0.154,1
672,67,2,220520,224837,42.17153405,-90.11070679,3813,115.5,5.9,0.103,1
673,67,3,220520,224838,42.17151993,-90.1106731,3984,119.5,6.2,0.154,1
674,67,4,220520,224839,42.17150234,-90.11063791,3991,124,6.8,0.309,1
675,67,5,220520,224840,42.17148364,-90.11060147,4081,124.7,7.1,0.154,1
676,67,6,220520,224841,42.17146449,-90.11056168,4164,123,7.6,0.257,1
677,67,7,220520,224842,42.17144198,-90.11052282,4081,128,7.9,0.154,1
678,67,8,220520,224843,42.17141912,-90.11048276,4371,127.6,8.1,0.103,1
679,67,9,220520,224844,42.1714,-90.11044,3595,121.1,8,-0.051,1
680,68,0,220520,224839,42.17136927,-90.11068619,3945,79.5,9.3,0.669,-5
681,68,1,220520,224840,42.17137899,-90.11063156,4311,76.5,9,-0.154,1
682,68,2,220520,224841,42.17138853,-90.11057751,4232,76.6,8.9,-0.051,1
683,68,3,220520,224842,42.17139703,-90.11052826,4191,76.9,8.1,-0.412,1
684,68,4,220520,224843,42.17140382,-90.11048363,3843,78.4,7.3,-0.412,1
685,68,5,220520,224844,42.1714047,-90.11044369,4084,88.3,6.4,-0.463,1
686,68,6,220520,224845,42.17138877,-90.11040493,4229,119,7.1,0.36,1
687,68,7,220520,224846,42.17137168,-90.11036063,3993,117.5,8,0.463,1
688,68,8,220520,224847,42.17135694,-90.11030476,4043,109.6,9.5,0.772,1
689,68,9,220520,224848,42.17135,-90.11025,3977,99.7,8.9,-0.309,1
690,69,0,220520,224857,42.17132142,-90.10972028,4823,92.6,10,0.103,9
691,69,1,220520,224858,42.17131637,-90.1096576,4562,96.2,10.1,0.051,1
692,69,2,220520,224859,42.17130933,-90.10959401,5074,98.5,10.3,0.103,1
693,69,3,220520,224900,42.17130056,-90.10952954,4207,100.4,10.5,0.103,1
694,69,4,220520,224901,42.17129145,-90.10946452,4213,100.7,10.6,0.051,1
695,69,5,220520,224902,42.17128558,-90.10941332,4266,98.8,8.3,-1.183,1
696,69,6,220520,224903,42.17127971,-90.10936212,4110,98.8,8.3,0,1
697,69,7,220520,224904,42.17127327,-90.10930851,4096,99.2,8.7,0.206,1
698,69,8,220520,224905,42.17126647,-90.10925055,5683,99,9.4,0.36,1
699,69,9,220520,224906,42.17126,-90.10919,4964,98.2,9.8,0.206,1
700,70,0,220520,224902,42.17126077,-90.10942631,3888,88.3,8.4,-0.72,-4
701,70,1,220520,224903,42.17126372,-90.10937215,4616,85.8,8.7,0.154,1
702,70,2,220520,224904,42.17126565,-90.10931478,4288,87.4,9.2,0.257,1
703,70,3,220520,224905,42.17126668,-90.10925362,3839,88.7,9.8,0.309,1
704,70,4,220520,224906,42.1712666,-90.10919245,3791,90.1,9.8,0,1
705,70,5,220520,224907,42.17126119,-90.10913296,4068,97,9.6,-0.103,1
706,70,6,220520,224908,42.17125601,-90.10907345,4206,96.7,9.6,0,1
707,70,7,220520,224909,42.1712508,-90.10901456,4667,96.8,9.5,-0.051,1
708,70,8,220520,224910,42.17124528,-90.10895636,4060,97.3,9.4,-0.051,1
709,70,9,220520,224911,42.17124,-90.1089,4109,97.2,9.1,-0.154,1
710,71,0,220520,224916,42.17119864,-90.10861755,4001,98.5,9.4,0.051,5
711,71,1,220520,224917,42.17119235,-90.10856012,4575,98.4,9.3,-0.051,1
712,71,2,220520,224918,42.17118473,-90.10850298,4537,100.2,9.3,0,1
713,71,3,220520,224919,42.17117734,-90.10844643,5492,100,9.2,-0.051,1
714,71,4,220520,224920,42.17116913,-90.10838944,3984,101,9.3,0.051,1
715,71,5,220520,224921,42.17116248,-90.10833145,4293,98.8,9.4,0.051,1
716,71,6,220520,224922,42.1711553,-90.10827168,3754,99.2,9.7,0.154,1
717,71,7,220520,224923,42.17114861,-90.10821054,3803,98.4,9.9,0.103,1
718,71,8,220520,224924,42.17114398,-90.10814906,4058,95.8,9.9,0,1
719,71,9,220520,224925,42.17114,-90.10809,4715,95.2,9.5,-0.206,1
720,72,0,220520,224922,42.17116407,-90.10825534,5669,97.4,9,-0.257,-3
721,72,1,220520,224923,42.17115828,-90.1081997,3941,98,9,0,1
722,72,2,220520,224924,42.17115132,-90.10814241,3788,99.3,9.3,0.154,1
723,72,3,220520,224925,42.17114452,-90.10808509,3798,99.1,9.3,0,1
724,72,4,220520,224926,42.17113944,-90.10802493,4709,96.5,9.7,0.206,1
725,72,5,220520,224927,42.17113558,-90.10796773,4319,95.2,9.2,-0.257,1
726,72,6,220520,224928,42.1711296,-90.10790961,5582,97.9,9.4,0.103,1
727,72,7,220520,224929,42.17112324,-90.1078522,4538,98.5,9.3,-0.051,1
728,72,8,220520,224930,42.17111688,-90.10779604,5007,98.7,9.1,-0.103,1
729,72,9,220520,224931,42.17111,-90.10774,4164,99.4,9.1,0,1
730,73,0,220520,224945,42.17093676,-90.1074,3871,192.5,0.4,-1.08,14
731,73,1,220520,224946,42.17093815,-90.1074,4076,0,0.3,-0.051,1
732,73,2,220520,224947,42.17093907,-90.1074,4338,0,0.2,-0.051,1
733,73,3,220520,224948,42.17093954,-90.1074,4001,0,0.1,-0.051,1
734,73,4,220520,224949,42.17093954,-90.1074,4342,0,0,-0.051,1
735,73,5,220520,224950,42.17094,-90.1074,4291,0,0.1,0.051,1
736,73,6,220520,224951,42.17094,-90.1074,4052,0,0,-0.051,1
737,73,7,220520,224952,42.17094,-90.1074,3974,0,0,0,1
738,73,8,220520,224953,42.17094,-90.1074,3999,0,0,0,1
739,73,9,220520,224954,42.17094,-90.1074,3983,0,0,0,1
740,74,0,220520,224950,42.17100178,-90.10742231,4012,138.2,6.1,3.138,-4
741,74,1,220520,224951,42.1709833,-90.1074046,4015,144.6,4.9,-0.617,1
742,74,2,220520,224952,42.17096922,-90.1073938,4130,150.4,3.5,-0.72,1
743,74,3,220520,224953,42.17095131,-90.10739673,4627,186.9,3.9,0.206,1
744,74,4,220520,224954,42.17094,-90.1074,4169,192.1,2.5,-0.72,1
745,74,5,220520,224955,42.17094,-90.1074,3974,0,0,-1.286,1
746,74,6,220520,224956,42.17094,-90.1074,3963,0,0,0,1
747,74,7,220520,224957,42.17094,-90.1074,3992,0,0,0,1
748,74,8,220520,224958,42.17094,-90.1074,3956,0,0,0,1
749,74,9,220520,224959,42.17094,-90.1074,3962,0,0,0,1
750,75,0,220520,225013,42.17092861,-90.1074,3967,0,0,0,14
751,75,1,220520,225014,42.17092907,-90.1074,3966,0,0.1,0.051,1
