Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds,Elevation
298,29,8,220520,224257,42.17092743,-90.10733606,4177,284.5,2.3,0.514,1,205
299,29,9,220520,224258,42.17094,-90.10736,4002,305.3,4.7,1.235,1,205
300,30,0,220520,224301,42.17096447,-90.10744778,4281,309.5,5.6,0.617,3,205.2998
301,30,1,220520,224302,42.1709831,-90.10747638,4103,311.3,6.1,0.257,1,206.10059
302,30,2,220520,224303,42.17099876,-90.10750578,4208,305.7,5.8,-0.154,1,206.10059
303,30,3,220520,224304,42.17100426,-90.10753674,4075,283.5,5.1,-0.36,1,206.10059
304,30,4,220520,224305,42.17100636,-90.10756782,4246,275.2,5,-0.051,1,206.60059
305,30,5,220520,224306,42.17100431,-90.10759829,4635,264.8,4.9,-0.051,1,206.60059
306,30,6,220520,224307,42.17100067,-90.10762531,4052,259.7,4.4,-0.257,1,206.60059
307,30,7,220520,224308,42.17099565,-90.10763937,4496,244.3,2.5,-0.977,1,207.2998
308,30,8,220520,224309,42.17099185,-90.10764721,3951,236.8,1.5,-0.514,1,207.2998
309,30,9,220520,224310,42.17099,-90.10765,4247,228.2,0.6,-0.463,1,207.2998
310,31,0,220520,224326,42.17158472,-90.10758111,6149,1.9,10.9,0,16,216.5
311,31,1,220520,224327,42.17162867,-90.1075806,4487,0.5,9.5,-0.72,1,218.40039
312,31,2,220520,224328,42.1716615,-90.10758168,4063,358.6,7.1,-1.235,1,218.40039
313,31,3,220520,224329,42.17167168,-90.10758192,4284,359,2.2,-2.521,1,218.40039
314,31,4,220520,224330,42.17167307,-90.10758196,4161,358.6,0.3,-0.977,1,218.40039
315,31,5,220520,224331,42.17167399,-90.10758196,4144,0,0.2,-0.051,1,219.7998
316,31,6,220520,224332,42.1716701,-90.10758534,4099,212.7,1,0.412,1,218.40039
317,31,7,220520,224333,42.17165949,-90.10758641,4009,184.3,2.3,0.669,1,218.40039
318,31,8,220520,224334,42.17164474,-90.10758819,3977,185.1,3.2,0.463,1,218.40039
319,31,9,220520,224335,42.17163,-90.10759,4083,185.2,3.2,0,1,218.40039
320,32,0,220520,224330,42.17138841,-90.10760913,4200,2.4,9.8,3.395,-5,211.2002
321,32,1,220520,224331,42.17143511,-90.10760704,4212,1.9,10.1,0.154,1,212.60059
322,32,2,220520,224332,42.17148223,-90.10760349,4510,3.2,10.2,0.051,1,212.60059
323,32,3,220520,224333,42.17153077,-90.10760085,3701,2.3,10.5,0.154,1,214.5
324,32,4,220520,224334,42.1715801,-90.10759527,3938,4.8,10.7,0.103,1,216.5
325,32,5,220520,224335,42.17163045,-90.10759147,5423,3.2,10.9,0.103,1,218.40039
326,32,6,220520,224336,42.17161434,-90.10758922,3900,174.1,3.5,-3.807,1,218.40039
327,32,7,220520,224337,42.1715996,-90.10758389,4088,165,3.3,-0.103,1,216.5
328,32,8,220520,224338,42.17158774,-90.10757684,4076,156.2,2.8,-0.257,1,216.5
329,32,9,220520,224339,42.17158,-90.10757,4080,146.8,2,-0.412,1,216.5
330,33,0,220520,224349,42.1715361,-90.10792039,4058,143.5,1.1,-1.183,10,214
331,33,1,220520,224350,42.17153268,-90.1079162,4013,137.8,1,-0.051,1,214
332,33,2,220520,224351,42.17153406,-90.1079162,4107,0,0.3,-0.36,1,214
333,33,3,220520,224352,42.171529,-90.10792432,3988,229.9,1.7,0.72,1,214
334,33,4,220520,224353,42.17153007,-90.10794549,3996,273.9,3.4,0.875,1,214
335,33,5,220520,224354,42.17151081,-90.1079896,4418,239.5,8.2,2.469,1,213.60059
336,33,6,220520,224355,42.17149509,-90.10803273,4431,243.8,7.7,-0.257,1,213.60059
337,33,7,220520,224356,42.17148304,-90.10807995,4352,251,8,0.154,1,213.2998
338,33,8,220520,224357,42.17147437,-90.10812978,4170,256.8,8.2,0.103,1,211.7998
339,33,9,220520,224358,42.17147,-90.10818,3954,263.3,8.1,-0.051,1,211.40039
340,34,0,220520,224403,42.17141547,-90.10842914,4341,263.3,9.6,0,5,209.5
341,34,1,220520,224404,42.17141525,-90.10848781,4647,269.7,9.4,-0.103,1,209.5
342,34,2,220520,224405,42.17141632,-90.1085471,4865,271.4,9.5,0.051,1,209.2002
343,34,3,220520,224406,42.17142145,-90.10860788,4766,276.5,9.8,0.154,1,210.40039
344,34,4,220520,224407,42.17142886,-90.10866697,4047,279.6,9.6,-0.103,1,210.2998
345,34,5,220520,224408,42.17143867,-90.1087267,4424,282.5,9.8,0.103,1,210.2998
346,34,6,220520,224409,42.17144956,-90.10878608,4989,283.9,9.8,0,1,210.10059
347,34,7,220520,224410,42.17146115,-90.10884652,5188,284.5,10,0.103,1,209.60059
348,34,8,220520,224411,42.17147132,-90.10890741,4560,282.7,10,0,1,209.60059
349,34,9,220520,224412,42.17148,-90.10897,4659,280.6,10.2,0.103,1,208.90039
350,35,0,220520,224409,42.17151854,-90.10882269,4624,263.3,7.4,-1.44,-3,211.7998
351,35,1,220520,224410,42.1715097,-90.10886602,4358,254.6,7.2,-0.103,1,211.2002
352,35,2,220520,224411,42.17149959,-90.1089173,4656,255.1,8.5,0.669,1,211.2002
353,35,3,220520,224412,42.17148832,-90.10897527,4159,255.3,9.6,0.566,1,210.40039
354,35,4,220520,224413,42.1714974,-90.10903393,4054,281.8,9.6,0,1,209.40039
355,35,5,220520,224414,42.17150751,-90.10909548,3984,282.5,10.1,0.257,1,208.40039
356,35,6,220520,224415,42.17151765,-90.10915767,4077,282.4,10.2,0.051,1,208.40039
357,35,7,220520,224416,42.1715265,-90.10922212,4275,280.5,10.5,0.154,1,207.7998
358,35,8,220520,224417,42.17153452,-90.10928613,4240,279.6,10.4,-0.051,1,207.2998
359,35,9,220520,224418,42.17154,-90.10935,4152,276.6,10.3,-0.051,1,206.7998
360,36,0,220520,224424,42.17150754,-90.10968099,4289,277.4,10.1,-0.103,6,205.7002
361,36,1,220520,224425,42.17151418,-90.10974466,4313,278,10.3,0.103,1,205.40039
362,36,2,220520,224426,42.17152279,-90.10980281,3996,281.3,9.5,-0.412,1,205.2002
363,36,3,220520,224427,42.17153032,-90.1098587,4049,280.3,9.1,-0.206,1,205.2002
364,36,4,220520,224428,42.17153522,-90.10991261,4651,277,8.7,-0.206,1,205.10059
365,36,5,220520,224429,42.17153365,-90.10996125,4078,267.5,7.8,-0.463,1,205.10059
366,36,6,220520,224430,42.17153166,-90.11001612,4744,267.2,8.8,0.514,1,205.10059
367,36,7,220520,224431,42.17152383,-90.11007257,4237,259.4,9.2,0.206,1,205.2998
368,36,8,220520,224432,42.17150679,-90.1101386,4604,250.8,11.2,1.029,1,205.60059
369,36,9,220520,224433,42.17149,-90.11021,4919,252.4,12,0.412,1,206
370,37,0,220520,224439,42.17149866,-90.11055808,4618,263.5,10,-0.514,6,206.7998
371,37,1,220520,224440,42.17150225,-90.11061969,4512,274.5,9.9,-0.051,1,206.7998
372,37,2,220520,224441,42.17150415,-90.11067831,4010,272.5,9.4,-0.257,1,207.10059
373,37,3,220520,224442,42.17150942,-90.11072648,3870,278.4,7.8,-0.823,1,207.5
374,37,4,220520,224443,42.17151881,-90.11076765,4951,287.1,6.9,-0.463,1,207.5
375,37,5,220520,224444,42.17153069,-90.11081098,4276,290.3,7.4,0.257,1,207.7998
376,37,6,220520,224445,42.17154432,-90.11085538,4162,292.5,7.7,0.154,1,207.7998
377,37,7,220520,224446,42.17156154,-90.11090099,4164,297,8.2,0.257,1,208.7998
378,37,8,220520,224447,42.17158408,-90.11094524,4395,304.5,8.6,0.206,1,208.7998
379,37,9,220520,224448,42.17161,-90.11099,4081,308,9.1,0.257,1,209.60059
380,38,0,220520,224449,42.17164526,-90.11101509,6527,256.7,11,0.977,1,209.60059
381,38,1,220520,224450,42.17167655,-90.11105585,3826,316,9.4,-0.823,1,210.5
382,38,2,220520,224451,42.17171101,-90.11108391,4197,328.9,8.7,-0.36,1,210.40039
383,38,3,220520,224452,42.171755,-90.11109587,4659,348.6,9.7,0.514,1,211.2998
384,38,4,220520,224453,42.17179866,-90.11110269,4020,353.4,9.5,-0.103,1,211.2998
385,38,5,220520,224454,42.17184208,-90.11110607,4933,356.7,9.4,-0.051,1,212.2998
386,38,6,220520,224455,42.17188555,-90.11110422,4788,1.8,9.4,0,1,213.2998
387,38,7,220520,224456,42.17192989,-90.11110088,4303,3.2,9.6,0.103,1,214.2002
388,38,8,220520,224457,42.17197516,-90.11109746,5644,3.2,9.8,0.103,1,214.2002
389,38,9,220520,224458,42.17202,-90.1111,5088,357.6,9.7,-0.051,1,215
390,39,0,220520,224509,42.17201768,-90.11109557,4044,167.5,4.3,-0.051,11,215
391,39,1,220520,224510,42.17199813,-90.11108791,4195,163.8,4.4,0.051,1,215
392,39,2,220520,224511,42.17198001,-90.11107682,3930,155.6,4.3,-0.051,1,214.2002
393,39,3,220520,224512,42.17196271,-90.11106235,4199,148.2,4.4,0.051,1,214.2002
394,39,4,220520,224513,42.17194638,-90.11104703,4105,145.2,4.3,-0.051,1,214.2002
395,39,5,220520,224514,42.17193465,-90.11103196,4583,136.4,3.5,-0.412,1,214.2002
396,39,6,220520,224515,42.17192803,-90.11102153,4607,130.6,2.2,-0.669,1,214.2002
397,39,7,220520,224516,42.17192291,-90.11101039,4794,121.8,2.1,-0.051,1,213.2998
398,39,8,220520,224517,42.17192071,-90.1110049,4531,118.4,1,-0.566,1,213.2998
399,39,9,220520,224518,42.17192,-90.111,4183,101,0.8,-0.103,1,213.2998
400,40,0,220520,224513,42.17199913,-90.11101449,4774,0,0.1,-0.36,-5,215
401,40,1,220520,224514,42.17199628,-90.11100957,4026,128,1,0.463,1,215
402,40,2,220520,224515,42.17198679,-90.1110046,3977,158.8,2.2,0.617,1,214.2002
403,40,3,220520,224516,42.171971,-90.1109998,4084,167.3,3.5,0.669,1,214.2002
404,40,4,220520,224517,42.17195266,-90.11099645,4084,172.3,4,0.257,1,214.2002
405,40,5,220520,224518,42.17193242,-90.11099349,4024,173.8,4.4,0.206,1,214.2002
406,40,6,220520,224519,42.17193381,-90.11099349,4087,0,0.3,-2.109,1,214.2002
407,40,7,220520,224520,42.17192897,-90.11100413,4121,238.5,2,0.875,1,214.2002
408,40,8,220520,224521,42.17192443,-90.1110264,4118,254.6,3.7,0.875,1,213.2998
409,40,9,220520,224522,42.17192,-90.11105,3891,255.8,3.9,0.103,1,213.2998
410,41,0,220520,224531,42.17188667,-90.11156007,4524,264.9,11.3,0.463,9,213.10059
411,41,1,220520,224532,42.17188315,-90.11163358,4829,266.3,11.8,0.257,1,212.7998
412,41,2,220520,224533,42.17188061,-90.11170903,4705,267.4,12.1,0.154,1,212.2998
413,41,3,220520,224534,42.17187963,-90.11178456,4052,269,12.1,0,1,211.60059
414,41,4,220520,224535,42.17188003,-90.11186134,4083,270.4,12.3,0.103,1,211
415,41,5,220520,224536,42.17188012,-90.111935,3901,270.1,11.8,-0.257,1,210.5
416,41,6,220520,224537,42.17187415,-90.1120057,5454,263.5,11.4,-0.206,1,210.5
417,41,7,220520,224538,42.17186637,-90.11207356,4127,261.2,11,-0.206,1,210.2002
418,41,8,220520,224539,42.17186282,-90.11214206,4209,266,11,0,1,209.7998
419,41,9,220520,224540,42.17186,-90.11221,4538,266.8,10.9,-0.051,1,209.5
420,42,0,220520,224536,42.17188228,-90.11201413,4129,258.3,4.3,-3.395,-4,210.2002
421,42,1,220520,224537,42.17187803,-90.11205115,4207,261.2,6,0.875,1,210.2002
422,42,2,220520,224538,42.17187369,-90.11209948,3936,263.1,7.8,0.926,1,210.10059
423,42,3,220520,224539,42.17186876,-90.11215527,3745,263.2,9,0.617,1,210.10059
424,42,4,220520,224540,42.17186248,-90.11221964,4299,262.5,10.4,0.72,1,209.5
425,42,5,220520,224541,42.17185819,-90.11228869,4471,265.2,11.1,0.36,1,209
426,42,6,220520,224542,42.17185639,-90.11235794,3973,268,11.1,0,1,208.60059
427,42,7,220520,224543,42.1718543,-90.11242842,5030,267.7,11.3,0.103,1,208.60059
428,42,8,220520,224544,42.17185253,-90.11250017,5155,268.1,11.5,0.103,1,208.10059
429,42,9,220520,224545,42.17185,-90.11257,5008,267.2,11.2,-0.154,1,207.60059
430,43,0,220520,224550,42.17180981,-90.11289946,3922,250.7,9.2,-0.514,5,205.10059
431,43,1,220520,224551,42.17179184,-90.11293581,4435,236.3,7,-1.132,1,205.40039
432,43,2,220520,224552,42.17176897,-90.11296217,4672,220.5,6.5,-0.257,1,204.2998
433,43,3,220520,224553,42.1717406,-90.11298572,4196,211.6,7.2,0.36,1,204.2998
434,43,4,220520,224554,42.17170297,-90.11299222,5476,187.3,8.2,0.514,1,204.60059
435,43,5,220520,224555,42.17166095,-90.11298855,6288,176.3,9.1,0.463,1,204.7998
436,43,6,220520,224556,42.17161549,-90.11298102,4534,173,9.9,0.412,1,204.7998
437,43,7,220520,224557,42.17156867,-90.11297304,4801,172.8,10.2,0.154,1,204.7998
438,43,8,220520,224558,42.17152248,-90.11296351,4645,171.3,10.1,-0.051,1,204.7998
439,43,9,220520,224559,42.17148,-90.11296,4097,176.5,9.2,-0.463,1,204.7998
440,44,0,220520,224556,42.17149658,-90.11276074,4440,268.4,11.1,0.977,-3,206.7998
441,44,1,220520,224557,42.17149284,-90.1128311,3819,265.9,11.3,0.103,1,206.40039
442,44,2,220520,224558,42.17148365,-90.112898,4527,259.5,10.9,-0.206,1,205.7002
443,44,3,220520,224559,42.17147231,-90.11295981,5491,256.1,10.2,-0.36,1,204.7998
444,44,4,220520,224600,42.17143131,-90.11296494,4636,185.3,8.9,-0.669,1,204.7998
445,44,5,220520,224601,42.17139322,-90.11297531,6151,191.4,8.4,-0.257,1,204.5
446,44,6,220520,224602,42.17135629,-90.1129895,4487,195.9,8.3,-0.051,1,204.5
447,44,7,220520,224603,42.17132037,-90.113006,5197,198.8,8.2,-0.051,1,204.10059
448,44,8,220520,224604,42.1712914,-90.11303061,4628,212.2,7.4,-0.412,1,203.60059
449,44,9,220520,224605,42.17127,-90.11306,4457,225.5,6.6,-0.412,1,202.7998
450,45,0,220520,224621,42.17146328,-90.11318854,4144,30.8,5.8,-0.051,16,202.5
451,45,1,220520,224622,42.17147974,-90.11315609,3864,55.6,6.3,0.257,1,202.5
452,45,2,220520,224623,42.17149571,-90.11311382,4324,63,7.6,0.669,1,203.7998
453,45,3,220520,224624,42.17151034,-90.11305988,3939,69.9,9.2,0.823,1,203.7998
454,45,4,220520,224625,42.17152074,-90.11300227,3942,76.3,9.5,0.154,1,204.7998
455,45,5,220520,224626,42.17152425,-90.1129394,4204,85.7,10.1,0.309,1,205.7002
456,45,6,220520,224627,42.17152844,-90.11287598,4277,84.9,10.2,0.051,1,205.7002
457,45,7,220520,224628,42.17153379,-90.11280957,4739,83.8,10.7,0.257,1,206.40039
458,45,8,220520,224629,42.17153701,-90.11274229,4300,86.3,10.8,0.051,1,206.7998
459,45,9,220520,224630,42.17154,-90.11268,4945,86.3,10,-0.412,1,207.10059
460,46,0,220520,224626,42.17144522,-90.11266478,4118,311.9,5.8,-2.161,-4,206.7998
461,46,1,220520,224627,42.171468,-90.11268727,4241,323.8,6.1,0.154,1,206.7998
462,46,2,220520,224628,42.17149522,-90.11269461,4020,348.7,6,-0.051,1,207.10059
463,46,3,220520,224629,42.17152344,-90.11269395,3593,1,6.1,0.051,1,207.10059
464,46,4,220520,224630,42.17154981,-90.11268448,4599,14.9,5.9,-0.103,1,207.40039
465,46,5,220520,224631,42.1715525,-90.11262153,4475,86.7,10.1,2.161,1,207.40039
466,46,6,220520,224632,42.17155227,-90.11256098,4160,90.3,9.7,-0.206,1,207.60059
467,46,7,220520,224633,42.17155211,-90.11250106,4052,90.2,9.6,-0.051,1,207.7998
468,46,8,220520,224634,42.17155172,-90.11244051,5494,90.5,9.7,0.051,1,207.7998
469,46,9,220520,224635,42.17155,-90.11238,4039,92.2,9.7,0,1,208.10059
470,47,0,220520,224652,42.17152938,-90.11135251,4216,91.9,9.9,0,17,209.2998
471,47,1,220520,224653,42.17152712,-90.11129016,4356,92.8,10,0.051,1,209
472,47,2,220520,224654,42.17152776,-90.11122837,4287,89.2,9.9,-0.051,1,208.60059
473,47,3,220520,224655,42.17152728,-90.11116657,4635,90.6,9.9,0,1,208.60059
474,47,4,220520,224656,42.17152793,-90.11110415,4205,89.2,10,0.051,1,208.2002
475,47,5,220520,224657,42.1715295,-90.11104364,4687,88,9.7,-0.154,1,208.10059
476,47,6,220520,224658,42.17153361,-90.11099087,4184,84,8.5,-0.617,1,208.10059
477,47,7,220520,224659,42.17153899,-90.11093642,4041,82.4,8.8,0.154,1,208
478,47,8,220520,224700,42.1715437,-90.11089003,4381,82.2,7.5,-0.669,1,207.7998
479,47,9,220520,224701,42.17155,-90.11086,3885,74.2,5,-1.286,1,208.7002
480,48,0,220520,224656,42.17156086,-90.11115363,4013,91.8,9.7,2.418,-5,209.2002
481,48,1,220520,224657,42.17155875,-90.11109314,4188,92.7,9.7,0,1,208.90039
482,48,2,220520,224658,42.17155757,-90.11103261,4098,91.5,9.7,0,1,208.7998
483,48,3,220520,224659,42.17155797,-90.11097019,4415,89.5,10,0.154,1,208.7998
484,48,4,220520,224700,42.17155877,-90.11090902,4531,89,9.8,-0.103,1,208.7998
485,48,5,220520,224701,42.17155821,-90.11084723,4390,90.7,9.9,0.051,1,208.7002
486,48,6,220520,224702,42.17156167,-90.110833,4087,71.8,2.4,-3.858,1,208.7002
487,48,7,220520,224703,42.17156418,-90.11082427,4298,68.8,1.5,-0.463,1,208.7002
488,48,8,220520,224704,42.17157185,-90.11081018,4343,53.7,2.8,0.669,1,208.7002
489,48,9,220520,224705,42.17158,-90.1108,4571,42.8,2.4,-0.206,1,208.40039
490,49,0,220520,224720,42.17175278,-90.11107213,3816,271.9,7.8,2.264,15,211.2998
491,49,1,220520,224721,42.17175632,-90.11112184,5045,275.5,8,0.103,1,211.2998
492,49,2,220520,224722,42.17176021,-90.11117527,4978,275.6,8.6,0.309,1,211.5
493,49,3,220520,224723,42.17176332,-90.1112338,4013,274.1,9.4,0.412,1,211.5
494,49,4,220520,224724,42.17176416,-90.1112881,4679,271.2,8.7,-0.36,1,211.90039
495,49,5,220520,224725,42.17176526,-90.11134863,5730,271.4,9.7,0.514,1,212.10059
496,49,6,220520,224726,42.1717676,-90.11141097,4230,272.9,10,0.154,1,211.90039
497,49,7,220520,224727,42.17176886,-90.11147587,3809,271.5,10.4,0.206,1,211.90039
498,49,8,220520,224728,42.17176773,-90.11154265,4449,268.7,10.7,0.154,1,211.60059
499,49,9,220520,224729,42.17177,-90.11161,4660,272.6,10.8,0.051,1,211.2002
500,50,0,220520,224725,42.17171266,-90.111637,4847,33.2,2.9,-4.064,-4,210.5
501,50,1,220520,224726,42.17172612,-90.11162869,4304,24.6,3.2,0.154,1,210.5
502,50,2,220520,224727,42.17174119,-90.11162259,4505,16.7,3.4,0.103,1,211.2002
503,50,3,220520,224728,42.17175597,-90.1116214,4505,3.4,3.2,-0.103,1,211.2002
504,50,4,220520,224729,42.17177158,-90.11162399,4165,353,3.4,0.103,1,211.2002
505,50,5,220520,224730,42.17177495,-90.11169063,4684,273.9,10.7,3.755,1,210.7998
506,50,6,220520,224731,42.17177922,-90.1117578,4062,274.9,10.8,0.051,1,210.40039
507,50,7,220520,224732,42.17178113,-90.11182517,4361,272.2,10.8,0,1,210.40039
508,50,8,220520,224733,42.17178052,-90.11189259,3991,269.3,10.8,0,1,209.90039
509,50,9,220520,224734,42.17178,-90.11196,4563,269.4,10.8,0,1,209.60059
510,51,0,220520,224739,42.17177952,-90.11228724,4230,269.9,10.5,0,5,208.90039
511,51,1,220520,224740,42.17177806,-90.11235338,4399,268.3,10.6,0.051,1,208.5
512,51,2,220520,224741,42.17177579,-90.11242073,4453,267.4,10.8,0.103,1,208.5
513,51,3,220520,224742,42.17177131,-90.1124885,3711,264.9,10.9,0.051,1,208
514,51,4,220520,224743,42.17176597,-90.1125549,4495,263.8,10.7,-0.103,1,207.7002
515,51,5,220520,224744,42.17176127,-90.11262077,4220,264.5,10.6,-0.051,1,207.2998
516,51,6,220520,224745,42.17175822,-90.11268806,4058,266.5,10.8,0.103,1,207.2998
517,51,7,220520,224746,42.17175582,-90.11275415,4413,267.2,10.6,-0.103,1,206.90039
518,51,8,220520,224747,42.17175325,-90.11282023,4301,267,10.6,0,1,206.2998
519,51,9,220520,224748,42.17175,-90.11288,4185,265.8,9.6,-0.514,1,205.40039
520,52,0,220520,224754,42.17159488,-90.11275965,3995,271.4,10.7,0.566,6,207
521,52,1,220520,224755,42.17159574,-90.11282643,4106,271,10.7,0,1,206.60059
522,52,2,220520,224756,42.17159644,-90.11289322,3865,270.8,10.7,0,1,205.90039
523,52,3,220520,224757,42.1715955,-90.11295875,4224,268.9,10.5,-0.103,1,204.7998
524,52,4,220520,224758,42.17156619,-90.11294514,3941,161,6.7,-1.955,1,205.90039
525,52,5,220520,224759,42.17153895,-90.11292518,4118,151.5,6.7,0,1,205.7002
526,52,6,220520,224800,42.17151542,-90.11289796,4056,139.4,6.7,0,1,205.7002
527,52,7,220520,224801,42.17150742,-90.11285369,4299,103.7,7.3,0.309,1,206.40039
528,52,8,220520,224802,42.17150197,-90.11279862,4118,97.6,8.9,0.823,1,206.40039
529,52,9,220520,224803,42.1715,-90.11274,4118,92.6,9.4,0.257,1,206.7998
530,53,0,220520,224805,42.17150119,-90.11263285,3971,88.5,9.7,-0.617,2,207.10059
531,53,1,220520,224806,42.17150216,-90.11256482,3809,88.9,10.9,0.617,1,207.2998
532,53,2,220520,224807,42.17150355,-90.11249743,4393,88.4,10.8,-0.051,1,207.60059
533,53,3,220520,224808,42.1715054,-90.11242943,4066,87.9,10.9,0.051,1,207.90039
534,53,4,220520,224809,42.17150646,-90.11236141,4414,88.8,10.9,0,1,207.90039
535,53,5,220520,224810,42.17150751,-90.11229338,4025,88.8,10.9,0,1,208.2002
536,53,6,220520,224811,42.17150876,-90.11222473,3975,88.6,11,0.051,1,208.40039
537,53,7,220520,224812,42.17150982,-90.11215608,3751,88.8,11,0,1,208.5
538,53,8,220520,224813,42.17151035,-90.11208804,4543,89.4,10.9,-0.051,1,208.40039
539,53,9,220520,224814,42.17151,-90.11202,4203,90.4,10.9,0,1,208.40039
540,54,0,220520,224819,42.17150142,-90.11169617,4019,89.9,10.3,-0.309,5,208.7998
541,54,1,220520,224820,42.1715009,-90.11163937,4348,90.7,9.1,-0.617,1,209
542,54,2,220520,224821,42.17150038,-90.11158195,4339,90.7,9.2,0.051,1,209
543,54,3,220520,224822,42.17150046,-90.11152015,3779,89.9,9.9,0.36,1,209.10059
544,54,4,220520,224823,42.17149957,-90.11145149,3906,91,11,0.566,1,209.2998
545,54,5,220520,224824,42.17150019,-90.11138408,4728,89.3,10.8,-0.103,1,209.2998
546,54,6,220520,224825,42.17150045,-90.11131541,4222,89.7,11,0.103,1,209
547,54,7,220520,224826,42.17150256,-90.11124743,4098,87.6,10.9,-0.051,1,209
548,54,8,220520,224827,42.17150422,-90.11118005,4173,88.1,10.8,-0.051,1,208.60059
549,54,9,220520,224828,42.17151,-90.11112,4795,82.6,9.7,-0.566,1,208.2002
550,55,0,220520,224835,42.17155391,-90.11077389,3848,96.9,6,-0.206,7,208.40039
551,55,1,220520,224836,42.1715458,-90.11074003,3980,107.9,5.7,-0.154,1,207.5
552,55,2,220520,224837,42.17153405,-90.11070679,3813,115.5,5.9,0.103,1,207.10059
553,55,3,220520,224838,42.17151993,-90.1106731,3984,119.5,6.2,0.154,1,207.10059
554,55,4,220520,224839,42.17150234,-90.11063791,3991,124,6.8,0.309,1,207.10059
555,55,5,220520,224840,42.17148364,-90.11060147,4081,124.7,7.1,0.154,1,206.7998
556,55,6,220520,224841,42.17146449,-90.11056168,4164,123,7.6,0.257,1,205.90039
557,55,7,220520,224842,42.17144198,-90.11052282,4081,128,7.9,0.154,1,205.7002
558,55,8,220520,224843,42.17141912,-90.11048276,4371,127.6,8.1,0.103,1,205.7002
559,55,9,220520,224844,42.1714,-90.11044,3595,121.1,8,-0.051,1,204.90039
560,56,0,220520,224839,42.17136927,-90.11068619,3945,79.5,9.3,0.669,-5,205.40039
561,56,1,220520,224840,42.17137899,-90.11063156,4311,76.5,9,-0.154,1,205.10059
562,56,2,220520,224841,42.17138853,-90.11057751,4232,76.6,8.9,-0.051,1,205.10059
563,56,3,220520,224842,42.17139703,-90.11052826,4191,76.9,8.1,-0.412,1,204.90039
564,56,4,220520,224843,42.17140382,-90.11048363,3843,78.4,7.3,-0.412,1,204.90039
565,56,5,220520,224844,42.1714047,-90.11044369,4084,88.3,6.4,-0.463,1,204.90039
566,56,6,220520,224845,42.17138877,-90.11040493,4229,119,7.1,0.36,1,204.90039
567,56,7,220520,224846,42.17137168,-90.11036063,3993,117.5,8,0.463,1,205
568,56,8,220520,224847,42.17135694,-90.11030476,4043,109.6,9.5,0.772,1,205
569,56,9,220520,224848,42.17135,-90.11025,3977,99.7,8.9,-0.309,1,204.40039
570,57,0,220520,224857,42.17132142,-90.10972028,4823,92.6,10,0.103,9,203.2998
571,57,1,220520,224858,42.17131637,-90.1096576,4562,96.2,10.1,0.051,1,203.2002
572,57,2,220520,224859,42.17130933,-90.10959401,5074,98.5,10.3,0.103,1,203.10059
573,57,3,220520,224900,42.17130056,-90.10952954,4207,100.4,10.5,0.103,1,203.10059
574,57,4,220520,224901,42.17129145,-90.10946452,4213,100.7,10.6,0.051,1,202.10059
575,57,5,220520,224902,42.17128558,-90.10941332,4266,98.8,8.3,-1.183,1,202.10059
576,57,6,220520,224903,42.17127971,-90.10936212,4110,98.8,8.3,0,1,202.10059
577,57,7,220520,224904,42.17127327,-90.10930851,4096,99.2,8.7,0.206,1,202.2998
578,57,8,220520,224905,42.17126647,-90.10925055,5683,99,9.4,0.36,1,202.60059
579,57,9,220520,224906,42.17126,-90.10919,4964,98.2,9.8,0.206,1,202.60059
580,58,0,220520,224902,42.17126077,-90.10942631,3888,88.3,8.4,-0.72,-4,202.10059
581,58,1,220520,224903,42.17126372,-90.10937215,4616,85.8,8.7,0.154,1,202.10059
582,58,2,220520,224904,42.17126565,-90.10931478,4288,87.4,9.2,0.257,1,202.2998
583,58,3,220520,224905,42.17126668,-90.10925362,3839,88.7,9.8,0.309,1,202.60059
584,58,4,220520,224906,42.1712666,-90.10919245,3791,90.1,9.8,0,1,202.60059
585,58,5,220520,224907,42.17126119,-90.10913296,4068,97,9.6,-0.103,1,203.2002
586,58,6,220520,224908,42.17125601,-90.10907345,4206,96.7,9.6,0,1,204.10059
587,58,7,220520,224909,42.1712508,-90.10901456,4667,96.8,9.5,-0.051,1,204.10059
588,58,8,220520,224910,42.17124528,-90.10895636,4060,97.3,9.4,-0.051,1,205
589,58,9,220520,224911,42.17124,-90.1089,4109,97.2,9.1,-0.154,1,205.7002
590,59,0,220520,224916,42.17119864,-90.10861755,4001,98.5,9.4,0.051,5,206.7002
591,59,1,220520,224917,42.17119235,-90.10856012,4575,98.4,9.3,-0.051,1,207.10059
592,59,2,220520,224918,42.17118473,-90.10850298,4537,100.2,9.3,0,1,207.10059
593,59,3,220520,224919,42.17117734,-90.10844643,5492,100,9.2,-0.051,1,207.40039
594,59,4,220520,224920,42.17116913,-90.10838944,3984,101,9.3,0.051,1,207.60059
595,59,5,220520,224921,42.17116248,-90.10833145,4293,98.8,9.4,0.051,1,207.10059
596,59,6,220520,224922,42.1711553,-90.10827168,3754,99.2,9.7,0.154,1,207.40039
597,59,7,220520,224923,42.17114861,-90.10821054,3803,98.4,9.9,0.103,1,207.7002
598,59,8,220520,224924,42.17114398,-90.10814906,4058,95.8,9.9,0,1,207.7002
599,59,9,220520,224925,42.17114,-90.10809,4715,95.2,9.5,-0.206,1,208
