Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds
65,6,5,290520,122017,40.20136676,-89.71895,4312,0,0.4,0.154,1
66,6,6,290520,122018,40.20136815,-89.71895,4164,0,0.3,-0.051,1
67,6,7,290520,122019,40.20136907,-89.71895,4116,0,0.2,-0.051,1
68,6,8,290520,122020,40.20136954,-89.71895,4207,0,0.1,-0.051,1
69,6,9,290520,122021,40.20137,-89.71895,4356,0,0.1,0,1
70,7,0,290520,122031,40.20123127,-89.71844088,4339,0,0.3,-0.257,10
71,7,1,290520,122032,40.20123266,-89.71844088,4171,0,0.3,0,1
72,7,2,290520,122033,40.20123497,-89.71844088,4240,0,0.5,0.103,1
73,7,3,290520,122034,40.20124284,-89.71844088,4331,0,1.7,0.617,1
74,7,4,290520,122035,40.2012507,-89.71844088,4204,0,1.7,0,1
75,7,5,290520,122036,40.20125947,-89.71844,4386,4.4,1.9,0.103,1
76,7,6,290520,122037,40.20126733,-89.71844,4129,0,1.7,-0.103,1
77,7,7,290520,122038,40.20127473,-89.71844,4259,0,1.6,-0.051,1
78,7,8,290520,122039,40.2012826,-89.71844,4243,0,1.7,0.051,1
79,7,9,290520,122040,40.20129,-89.71844,4274,0,1.6,-0.051,1
80,8,0,290520,122058,40.20126363,-89.71821,4287,0,0.4,-0.206,18
81,8,1,290520,122059,40.20126594,-89.71821,4280,0,0.5,0.051,1
82,8,2,290520,122100,40.20126779,-89.71821,4092,0,0.4,-0.051,1
83,8,3,290520,122101,40.20126918,-89.71821,4222,0,0.3,-0.051,1
84,8,4,290520,122102,40.20127427,-89.71821,4224,0,1.1,0.412,1
85,8,5,290520,122103,40.20127797,-89.71821,4152,0,0.8,-0.154,1
86,8,6,290520,122104,40.20128306,-89.71821,4224,0,1.1,0.154,1
87,8,7,290520,122105,40.20128584,-89.71821,4260,0,0.6,-0.257,1
88,8,8,290520,122106,40.20128907,-89.71821,4172,0,0.7,0.051,1
89,8,9,290520,122107,40.20129,-89.71821,4241,0,0.2,-0.257,1
