index,acc_ave,distance,speed,time,medianSpin,medianVibration
395,5.111333333333334,207.00900000000004,23.001000000000005,9,243.8,4188.0
396,5.315333333333333,215.271,23.918999999999997,9,236.85,4125.5
397,4.006333333333333,162.2565,18.028499999999998,9,185.55,4190.5
398,2.499,3000.0495,61.225500000000004,49,0.0,4125.5
399,1.173,47.5065,5.2785,9,319.85,4296.5
400,0.7876666666666665,31.900499999999994,3.5444999999999993,9,186.75,4512.0
401,3.156333333333333,127.83149999999999,14.203499999999998,9,88.75,4212.0
402,1.394,56.456999999999994,6.273,9,269.8,4458.5
403,3.3670408163265306,4042.1325,82.4925,49,46.8,4241.5
404,4.3293333333333335,175.338,19.482,9,65.0,4088.0
405,5.349333333333334,216.64800000000002,24.072000000000003,9,62.2,4153.5
406,5.349333333333334,216.64800000000002,24.072000000000003,9,63.3,4171.0
407,5.406,218.94299999999998,24.326999999999998,9,73.05000000000001,4150.5
408,6.610224489795917,7935.574499999999,161.95049999999998,49,88.65,4123.5
409,4.788333333333333,193.92749999999998,21.5475,9,60.0,4176.5
410,5.411666666666667,219.1725,24.352500000000003,9,41.55,4003.0
411,4.017666666666667,162.71550000000002,18.079500000000003,9,5.4,4186.0
412,5.910333333333334,239.3685,26.596500000000002,9,6.800000000000001,4275.0
413,3.4000000000000004,137.70000000000002,15.300000000000002,9,171.45,4194.0
414,-0.4703333333333334,-19.0485,-2.1165000000000003,9,215.35000000000002,4298.0
415,5.190666666666666,210.22199999999998,23.357999999999997,9,232.55,4030.5
416,5.763,233.4015,25.9335,9,232.7,4131.0
417,5.751666666666666,232.94249999999997,25.882499999999997,9,237.64999999999998,4194.0
418,6.261666666666667,253.5975,28.1775,9,219.45,4187.0
419,2.8893061224489798,3468.612,70.788,49,74.7,4179.5
420,5.791333333333333,234.549,26.061,9,84.6,4161.0
421,1.666,67.473,7.497,9,73.75,4256.0
422,5.377666666666666,217.79549999999998,24.199499999999997,9,44.95,4255.5
423,5.734666666666667,232.254,25.805999999999997,9,41.599999999999994,4261.5
424,3.749020408163265,4500.699,91.851,49,245.75,4114.5
425,5.644,228.582,25.398,9,228.6,4129.5
426,5.899,238.9095,26.5455,9,228.10000000000002,4224.0
427,6.239000000000001,252.67950000000002,28.0755,9,248.05,4417.0
428,2.572666666666667,104.19300000000001,11.577000000000002,9,50.9,4508.5
429,5.644346938775511,6776.0385000000015,138.28650000000002,49,55.349999999999994,4268.0
430,5.083,205.8615,22.8735,9,55.15,4163.0
431,5.009333333333333,202.878,22.541999999999998,9,38.3,3902.5
432,5.134,207.92700000000002,23.103,9,46.3,4067.0
433,4.6240000000000006,187.27200000000002,20.808000000000003,9,7.35,4072.0
434,5.423,219.6315,24.403499999999998,9,7.95,4116.0
435,5.598666666666667,226.74600000000004,25.194000000000003,9,11.3,4293.5
436,5.383333333333333,218.02499999999998,24.224999999999998,9,31.45,4182.0
437,5.479666666666667,221.9265,24.6585,9,51.55,4436.5
438,5.479666666666667,221.9265,24.6585,9,71.5,4228.0
439,6.1574693877551026,7392.042,150.858,49,62.65,4764.0
