Id,Index,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,deltaSpin,deltaVelocity,isCurve
4817,481,10620,133647,40.17709,-90.0581,4099,0,0,0,0,0,0
4818,481,10620,133648,40.17709,-90.0581,4116,0,0,0,0,0,0
4819,481,10620,133649,40.17709,-90.0581,4149,0,0,0,0,0,0
4820,482,10620,133653,40.1771,-90.05809,4122,0,0,0,0,0,0
4821,482,10620,133654,40.1771,-90.05809,4163,0,0,0,0,0,0
4822,482,10620,133655,40.1771,-90.05809,4129,0,0,0,0,0,0
4823,482,10620,133656,40.1771,-90.05809,4098,0,0,0,0,0,0
4824,482,10620,133657,40.1771,-90.05809,4146,0,0,0,0,0,0
4825,482,10620,133658,40.1771,-90.05809,4166,0,0,0,0,0,0
4826,482,10620,133659,40.1771,-90.05809,4154,0,0,0,0,0,0
4827,482,10620,133700,40.1771,-90.05809,4155,0,0,0,0,0,0
4828,482,10620,133701,40.1771,-90.05809,4175,0,0,0,0,0,0
4829,482,10620,133702,40.1771,-90.05809,4195,0,0,0,0,0,0
4830,483,10620,133703,40.17709815,-90.05809,4153,0,0.1,0.051,0,0.1,0
4831,483,10620,133704,40.17709861,-90.05809,4198,0,0.1,0,0,0,0
4832,483,10620,133705,40.17709861,-90.05809,4149,0,0,-0.051,0,-0.1,0
4833,483,10620,133706,40.17709861,-90.05809,4153,0,0,0,0,0,0
4834,483,10620,133707,40.17709907,-90.05809,4140,0,0.1,0.051,0,0.1,0
4835,483,10620,133708,40.17709954,-90.05809,4154,0,0.1,0,0,0,0
4836,483,10620,133709,40.1771,-90.05809,4147,0,0.1,0,0,0,0
4837,483,10620,133710,40.1771,-90.05809,4109,0,0,-0.051,0,-0.1,0
4838,483,10620,133711,40.1771,-90.05809,4111,0,0,0,0,0,0
4839,483,10620,133712,40.1771,-90.05809,4129,0,0,0,0,0,0
4840,484,10620,133713,40.17708907,-90.05809,4144,0,0,0,0,0,0
4841,484,10620,133714,40.17708907,-90.05809,4156,0,0,0,0,0,0
4842,484,10620,133715,40.17708907,-90.05809,4151,0,0,0,0,0,0
4843,484,10620,133716,40.17708907,-90.05809,4148,0,0,0,0,0,0
4844,484,10620,133717,40.17708954,-90.05809,4108,0,0.1,0.051,0,0.1,0
4845,484,10620,133718,40.17708954,-90.05809,4141,0,0,-0.051,0,-0.1,0
4846,484,10620,133719,40.17708954,-90.05809,4145,0,0,0,0,0,0
4847,484,10620,133720,40.17708954,-90.05809,4079,0,0,0,0,0,0
4848,484,10620,133721,40.17709,-90.05809,4131,0,0.1,0.051,0,0.1,0
4849,484,10620,133722,40.17709,-90.05809,4101,0,0,-0.051,0,-0.1,0
4850,485,10620,133729,40.17708907,-90.0581,4095,0,0,0,0,0,0
4851,485,10620,133730,40.17708907,-90.0581,4110,0,0,0,0,0,0
4852,485,10620,133731,40.17708907,-90.0581,4122,0,0,0,0,0,0
4853,485,10620,133732,40.17708907,-90.0581,4128,0,0,0,0,0,0
4854,485,10620,133733,40.17708907,-90.0581,4077,0,0,0,0,0,0
4855,485,10620,133734,40.17708907,-90.0581,4107,0,0,0,0,0,0
4856,485,10620,133735,40.17708907,-90.0581,4099,0,0,0,0,0,0
4857,485,10620,133736,40.17708954,-90.0581,4088,0,0.1,0.051,0,0.1,0
4858,485,10620,133737,40.17708954,-90.0581,4106,0,0,-0.051,0,-0.1,0
4859,485,10620,133738,40.17709,-90.0581,4153,0,0.1,0.051,0,0.1,0
4860,486,10620,133739,40.17709861,-90.0581,4184,0,0,-0.051,0,-0.1,0
4861,486,10620,133740,40.17709861,-90.0581,4148,0,0,0,0,0,0
4862,486,10620,133741,40.17709861,-90.0581,4191,0,0,0,0,0,0
4863,486,10620,133742,40.17709907,-90.0581,4204,0,0.1,0.051,0,0.1,0
4864,486,10620,133743,40.17709907,-90.0581,4237,0,0,-0.051,0,-0.1,0
4865,486,10620,133744,40.17709907,-90.0581,4157,0,0,0,0,0,0
4866,486,10620,133745,40.17709954,-90.0581,4153,0,0.1,0.051,0,0.1,0
4867,486,10620,133746,40.1771,-90.0581,4133,0,0.1,0,0,0,0
4868,486,10620,133747,40.1771,-90.0581,4137,0,0,-0.051,0,-0.1,0
4869,486,10620,133748,40.1771,-90.0581,4107,0,0,0,0,0,0
4870,487,10620,133749,40.17711,-90.0581,4060,0,0,0,0,0,0
4871,487,10620,133750,40.17711,-90.0581,4120,0,0,0,0,0,0
4872,487,10620,133751,40.17711,-90.0581,4185,0,0,0,0,0,0
4873,487,10620,133752,40.17711,-90.0581,4174,0,0,0,0,0,0
4874,487,10620,133753,40.17711,-90.0581,4179,0,0,0,0,0,0
4875,487,10620,133754,40.17711,-90.0581,4183,0,0,0,0,0,0
4876,487,10620,133755,40.17711,-90.0581,4162,0,0,0,0,0,0
4877,487,10620,133756,40.17711,-90.0581,4152,0,0,0,0,0,0
4878,487,10620,133757,40.17711,-90.0581,4113,0,0,0,0,0,0
4879,487,10620,133758,40.17711,-90.0581,4104,0,0,0,0,0,0
4880,488,10620,133803,40.17710954,-90.0581,4178,0,0,0,0,0,0
4881,488,10620,133804,40.17711,-90.0581,4109,0,0.1,0.051,0,0.1,0
4882,488,10620,133805,40.17711,-90.0581,4133,0,0,-0.051,0,-0.1,0
4883,488,10620,133806,40.17711,-90.0581,4160,0,0,0,0,0,0
4884,488,10620,133807,40.17711,-90.0581,4128,0,0,0,0,0,0
4885,488,10620,133808,40.17711,-90.0581,4114,0,0,0,0,0,0
4886,488,10620,133809,40.17711,-90.0581,4127,0,0,0,0,0,0
4887,488,10620,133810,40.17711,-90.0581,4154,0,0,0,0,0,0
4888,488,10620,133811,40.17711,-90.0581,4152,0,0,0,0,0,0
4889,488,10620,133812,40.17711,-90.0581,4117,0,0,0,0,0,0
4890,489,10620,133813,40.1771,-90.0581,4103,0,0,0,0,0,0
4891,489,10620,133814,40.1771,-90.0581,4218,0,0,0,0,0,0
4892,489,10620,133815,40.1771,-90.0581,4176,0,0,0,0,0,0
4893,489,10620,133816,40.1771,-90.0581,4158,0,0,0,0,0,0
4894,489,10620,133817,40.1771,-90.0581,4102,0,0,0,0,0,0
4895,489,10620,133818,40.1771,-90.0581,4192,0,0,0,0,0,0
4896,489,10620,133819,40.1771,-90.0581,4213,0,0,0,0,0,0
4897,489,10620,133820,40.1771,-90.0581,4094,0,0,0,0,0,0
4898,489,10620,133821,40.1771,-90.0581,4166,0,0,0,0,0,0
4899,489,10620,133822,40.1771,-90.0581,4200,0,0,0,0,0,0
4900,490,10620,133823,40.1771,-90.0581,4155,0,0,0,0,0,0
4901,490,10620,133824,40.1771,-90.0581,4160,0,0,0,0,0,0
4902,490,10620,133825,40.1771,-90.0581,4122,0,0,0,0,0,0
4903,490,10620,133826,40.1771,-90.0581,4136,0,0,0,0,0,0
4904,490,10620,133827,40.1771,-90.0581,4144,0,0,0,0,0,0
4905,490,10620,133828,40.1771,-90.0581,4205,0,0,0,0,0,0
4906,490,10620,133829,40.1771,-90.0581,4109,0,0,0,0,0,0
4907,490,10620,133830,40.1771,-90.0581,4123,0,0,0,0,0,0
4908,490,10620,133831,40.1771,-90.0581,4159,0,0,0,0,0,0
4909,490,10620,133832,40.1771,-90.0581,4100,0,0,0,0,0,0
